ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1199	"ENSG00000138750.16"	"NUP54"	chr4	-	76136185	76136412	76144148	76144292	76134174	76134362	76144389	76144473	1199	0,2,1	0,0,0	0,0,0	0,0,1	198	198	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
1215	"ENSG00000128908.19"	"INO80"	chr15	-	41016087	41016215	41020899	41021125	41005592	41005687	41027595	41027736	1215	0,1,2	0,0,0	0,0,0	1,0,0	198	198	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
1219	"ENSG00000108061.13"	"SHOC2"	chr10	+	110985627	110985765	111000414	111000545	110964124	110965061	111004605	111004794	1219	0,3,2	0,0,1	0,0,2	0,0,0	198	198	1	1.0	NA,1.0,0.667	NA,NA,1.0	-0.166
1238	"ENSG00000133706.20"	"LARS1"	chr5	-	146168127	146168265	146171909	146171990	146164309	146164471	146172686	146172774	1238	0,2,0	0,0,3	0,0,1	0,0,0	180	198	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
1259	"ENSG00000111906.18"	"HDDC2"	chr6	-	125292840	125292909	125298649	125298816	125277101	125277240	125300537	125300659	1259	0,3,0	0,1,2	0,0,0	0,1,0	198	168	1	1.0	NA,0.718,0.0	NA,0.0,NA	0.359
1261	"ENSG00000010810.18"	"FYN"	chr6	-	111699514	111699670	111700103	111700268	111696276	111696456	111702884	111703034	1261	0,0,0	6,0,0	2,0,1	0,0,0	198	198	1	1.0	0.0,NA,NA	1.0,NA,1.0	-1.0
1273	"ENSG00000163870.16"	"TPRA1"	chr3	-	127575402	127575505	127575748	127575809	127575184	127575265	127575939	127576050	1273	0,0,0	0,2,2	1,0,0	1,0,2	160	198	1	1.0	NA,0.0,0.0	0.553,NA,0.0	-0.277
1274	"ENSG00000169032.11"	"MAP2K1"	chr15	+	66436745	66436892	66443279	66443357	66435026	66435237	66444655	66444707	1274	1,2,1	0,1,0	4,0,0	2,0,2	198	177	1	1.0	1.0,0.641,1.0	0.641,NA,0.0	0.56
1275	"ENSG00000169032.11"	"MAP2K1"	chr15	+	66481754	66481879	66484993	66485191	66444655	66444707	66487227	66487292	1275	1,1,0	0,0,0	2,0,2	1,0,2	198	198	1	1.0	1.0,1.0,NA	0.667,NA,0.5	0.416
1281	"ENSG00000173193.15"	"PARP14"	chr3	+	122699389	122701635	122703741	122703978	122695425	122695662	122704526	122704748	1281	0,3,1	0,0,2	3,0,1	0,0,0	198	198	1	1.0	NA,1.0,0.333	1.0,NA,1.0	-0.334
1283	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121693740	121698929	121702480	121702595	121690669	121692581	121714860	121714976	1283	0,0,4	0,0,2	0,0,0	0,0,1	198	198	1	1.0	NA,NA,0.667	NA,NA,0.0	0.667
1284	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121719645	121719768	121722261	121722376	121718387	121718501	121726912	121727041	1284	0,1,0	0,0,0	0,0,0	0,0,1	198	198	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
1285	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121719645	121719768	121722261	121722378	121718387	121718501	121726912	121727041	1285	0,2,6	0,0,0	0,0,0	0,0,1	198	198	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
1287	"ENSG00000105486.15"	"LIG1"	chr19	-	48151231	48151336	48153871	48153967	48150087	48150210	48157013	48157140	1287	0,1,0	0,0,0	0,0,0	0,0,2	195	198	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
1288	"ENSG00000105486.15"	"LIG1"	chr19	-	48151231	48151339	48153871	48153967	48150087	48150210	48157013	48157140	1288	0,1,0	0,0,0	0,0,0	0,0,2	195	198	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
1331	"ENSG00000108654.16"	"DDX5"	chr17	-	64504221	64504318	64504676	64504842	64503982	64504116	64506075	64506289	1331	12,27,65	0,11,23	2,0,3	1,0,2	198	196	1	1.0	1.0,0.708,0.737	0.664,NA,0.598	0.184
1347	"ENSG00000115091.12"	"ACTR3"	chr2	+	113916883	113917008	113927344	113927455	113913171	113913227	113931300	113931396	1347	0,3,3	1,0,1	0,0,7	2,0,1	198	198	1	1.0	0.0,1.0,0.75	0.0,NA,0.875	0.146
1349	"ENSG00000107890.17"	"ANKRD26"	chr10	-	27043425	27043567	27044156	27044190	27039964	27040178	27046352	27046520	1349	0,0,2	0,0,3	0,0,0	0,2,0	133	198	1	1.0	NA,NA,0.498	NA,0.0,NA	0.498
1372	"ENSG00000177058.12"	"SLC38A9"	chr5	-	55672562	55672695	55697845	55697992	55669757	55669879	55711451	55711499	1372	0,0,1	0,0,0	0,0,0	1,0,0	198	198	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
1437	"ENSG00000076685.19"	"NT5C2"	chr10	-	103111744	103111805	103139405	103139479	103106588	103106706	103174857	103174982	1437	0,0,4	0,0,0	0,0,0	0,0,2	173	160	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
1439	"ENSG00000138760.11"	"SCARB2"	chr4	-	76175790	76175910	76176436	76176528	76174143	76174313	76179516	76179705	1439	0,0,2	1,0,0	0,0,1	0,0,0	191	198	1	1.0	0.0,NA,1.0	NA,NA,1.0	-0.5
1450	"ENSG00000128708.13"	"HAT1"	chr2	+	171946707	171946783	171952880	171953001	171925536	171925641	171965337	171965517	1450	0,1,0	0,0,0	0,0,0	0,0,1	175	198	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
1478	"ENSG00000186470.14"	"BTN3A2"	chr6	+	26370321	26370603	26372896	26373097	26368720	26368912	26373275	26373296	1478	0,0,1	0,1,0	0,0,1	1,0,2	198	198	1	1.0	NA,0.0,1.0	0.0,NA,0.333	0.334
1486	"ENSG00000177479.20"	"ARIH2"	chr3	+	48924717	48924839	48927461	48927813	48922747	48922811	48961611	48961679	1486	0,0,0	0,0,1	8,0,0	0,0,0	198	198	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
1493	"ENSG00000215021.10"	"PHB2"	chr12	-	6968410	6968595	6969497	6969577	6967891	6968021	6970195	6970280	1493	3,0,1	0,1,0	0,0,2	2,0,1	179	198	1	1.0	1.0,0.0,1.0	0.0,NA,0.689	0.322
1494	"ENSG00000215021.10"	"PHB2"	chr12	-	6968410	6968708	6969497	6969577	6967891	6968021	6970195	6970280	1494	3,0,1	0,1,0	0,0,2	2,0,1	179	198	1	1.0	1.0,0.0,1.0	0.0,NA,0.689	0.322
1521	"ENSG00000102878.18"	"HSF4"	chr16	+	67167474	67167599	67167823	67167947	67167119	67167222	67168830	67168936	1521	2,0,0	0,0,0	0,0,0	10,0,0	198	198	1	1.0	1.0,NA,NA	0.0,NA,NA	1.0
1528	"ENSG00000127990.19"	"SGCE"	chr7	-	94599696	94599723	94600645	94600857	94598774	94598963	94603289	94603452	1528	0,0,0	0,2,0	0,0,1	0,0,1	198	126	1	1.0	NA,0.0,NA	NA,NA,0.389	-0.389
1533	"ENSG00000177830.18"	"CHID1"	chr11	-	884067	884169	893426	893519	883147	883303	899339	899401	1533	0,0,3	2,0,0	1,0,1	0,0,0	192	198	1	1.0	0.0,NA,1.0	1.0,NA,1.0	-0.5
1558	"ENSG00000117054.15"	"ACADM"	chr1	+	75749418	75749559	75750450	75750546	75745805	75745914	75761121	75761370	1558	0,0,1	0,0,1	0,0,2	0,0,1	198	195	1	1.0	NA,NA,0.496	NA,NA,0.663	-0.167
1563	"ENSG00000104218.16"	"CSPP1"	chr8	+	67103036	67103135	67105568	67105661	67095292	67095732	67105904	67105975	1563	0,0,2	0,0,0	0,0,0	0,2,0	198	192	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
1575	"ENSG00000234741.10"	"GAS5"	chr1	-	173864483	173864506	173864674	173864704	173864256	173864304	173865228	173865282	1575	0,2,0	0,0,1	0,0,1	0,0,1	129	122	1	1.0	NA,1.0,0.0	NA,NA,0.486	0.014
1579	"ENSG00000234741.10"	"GAS5"	chr1	-	173865228	173865282	173865470	173865547	173864674	173864704	173865856	173865894	1579	1,3,1	3,0,0	1,1,0	1,0,0	176	153	1	1.0	0.225,1.0,1.0	0.465,1.0,NA	0.009
1580	"ENSG00000234741.10"	"GAS5"	chr1	-	173865228	173865282	173865509	173865547	173864674	173864704	173865856	173865894	1580	1,3,1	3,0,0	1,1,0	1,0,0	137	153	1	1.0	0.271,1.0,1.0	0.528,1.0,NA	-0.007
1581	"ENSG00000234741.10"	"GAS5"	chr1	-	173865470	173865547	173866527	173866567	173865228	173865282	173866760	173866796	1581	2,0,4	0,0,2	0,4,2	0,0,0	139	176	1	1.0	1.0,NA,0.717	NA,1.0,1.0	-0.141
1582	"ENSG00000234741.10"	"GAS5"	chr1	-	173865856	173865894	173866527	173866567	173865470	173865547	173866760	173866796	1582	2,0,4	0,4,2	0,4,2	2,0,0	139	137	0.0700427425473	1.0	1.0,0.0,0.663	0.0,1.0,1.0	-0.112
1583	"ENSG00000234741.10"	"GAS5"	chr1	-	173866176	173866206	173866760	173866796	173865856	173865894	173866990	173867043	1583	0,0,0	0,1,0	0,2,0	0,1,1	135	129	1	1.0	NA,0.0,NA	NA,0.656,0.0	-0.328
1603	"ENSG00000114054.14"	"PCCB"	chr3	+	136256554	136256623	136260478	136260535	136255855	136255975	136261951	136262065	1603	0,1,1	0,0,0	0,0,0	0,0,1	168	156	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
1608	"ENSG00000060971.19"	"ACAA1"	chr3	-	38131925	38132005	38133951	38134009	38129289	38129388	38136591	38136685	1608	0,0,0	0,0,2	2,0,0	0,0,0	157	179	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
1623	"ENSG00000136717.15"	"BIN1"	chr2	-	127051153	127051243	127057472	127057601	127050801	127050912	127059010	127059155	1623	0,1,2	0,0,0	0,0,0	2,0,0	198	189	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
1658	"ENSG00000057935.14"	"MTA3"	chr2	+	42609457	42609584	42640172	42640236	42579106	42579200	42644126	42644244	1658	0,1,1	0,0,0	0,0,0	2,0,0	198	163	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
1700	"ENSG00000133313.15"	"CNDP2"	chr18	+	74505848	74506011	74510812	74511013	74501328	74501472	74512447	74512532	1700	2,6,3	0,0,0	2,0,5	0,2,3	198	198	0.00664288727654	0.43975913770694797	1.0,1.0,1.0	1.0,0.0,0.625	0.458
1710	"ENSG00000117335.21"	"CD46"	chr1	+	207767778	207767823	207770320	207770362	207767012	207767195	207783291	207783330	1710	0,0,1	0,0,1	0,0,2	2,0,0	144	141	1	1.0	NA,NA,0.495	0.0,NA,1.0	-0.005
1717	"ENSG00000163131.12"	"CTSS"	chr1	-	150750005	150750171	150751780	150752008	150747776	150747879	150755000	150755150	1717	0,1,2	0,2,3	0,1,0	0,0,1	198	198	1	1.0	NA,0.333,0.4	NA,1.0,0.0	-0.133
1718	"ENSG00000163131.12"	"CTSS"	chr1	-	150751780	150752008	150755000	150755150	150750005	150750171	150757857	150757980	1718	1,2,8	0,1,0	0,0,0	2,1,0	198	198	1	1.0	1.0,0.667,1.0	0.0,0.0,NA	0.889
1733	"ENSG00000116754.14"	"SRSF11"	chr1	+	70231094	70231203	70231858	70231975	70228421	70228555	70232267	70232377	1733	0,0,1	0,0,3	1,0,0	0,0,0	198	198	1	1.0	NA,NA,0.25	1.0,NA,NA	-0.75
1740	"ENSG00000147140.17"	"NONO"	chrX	+	71294226	71294348	71296564	71296660	71291778	71291972	71296850	71297047	1740	2,2,2	0,2,2	4,1,0	0,0,1	198	195	0.080069132346	1.0	1.0,0.496,0.496	1.0,1.0,0.0	-0.003
1742	"ENSG00000174574.16"	"AKIRIN1"	chr1	+	38998170	38998311	39000971	39001106	38991287	38991600	39003346	39003418	1742	0,0,0	0,1,3	2,0,0	0,0,0	198	198	1	1.0	NA,0.0,0.0	1.0,NA,NA	-1.0
1759	"ENSG00000137210.14"	"TMEM14B"	chr6	+	10749621	10749698	10751132	10751234	10749201	10749268	10755141	10755232	1759	0,1,2	0,1,0	1,0,5	0,0,0	176	198	1	1.0	NA,0.529,1.0	1.0,NA,1.0	-0.236
1766	"ENSG00000178927.19"	"CYBC1"	chr17	-	82446622	82446692	82449169	82449292	82445863	82445960	82450699	82450728	1766	0,0,0	1,1,1	0,0,2	0,0,0	198	169	1	1.0	0.0,0.0,0.0	NA,NA,1.0	-1.0
1770	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161209856	161209931	161210110	161210188	161209482	161209595	161210303	161210389	1770	0,1,0	0,0,0	1,0,0	2,0,0	174	177	1	1.0	NA,1.0,NA	0.337,NA,NA	0.663
1853	"ENSG00000079805.19"	"DNM2"	chr19	+	10796060	10796199	10797379	10797518	10795371	10795439	10798485	10798572	1853	0,3,6	0,3,2	2,2,0	0,2,0	198	198	1	1.0	NA,0.5,0.75	1.0,0.5,NA	-0.125
1854	"ENSG00000157216.17"	"SSBP3"	chr1	-	54257126	54257186	54258068	54258149	54251793	54251860	54281437	54281527	1854	0,1,0	0,0,0	0,0,0	2,0,0	180	159	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
1872	"ENSG00000076242.17"	"MLH1"	chr3	+	37017505	37017599	37020309	37020463	37014431	37014544	37025636	37026007	1872	0,0,0	0,0,2	0,0,1	0,0,2	193	198	1	1.0	NA,NA,0.0	NA,NA,0.339	-0.339
1873	"ENSG00000076242.17"	"MLH1"	chr3	+	37042267	37042331	37047518	37047683	37040185	37040294	37048516	37048609	1873	0,0,1	0,0,1	0,0,0	0,2,0	163	198	1	1.0	NA,NA,0.548	NA,0.0,NA	0.548
1902	"ENSG00000026751.17"	"SLAMF7"	chr1	+	160750303	160750423	160751344	160751448	160749820	160750093	160752185	160752248	1902	0,6,10	0,0,1	1,0,0	0,0,0	198	198	1	1.0	NA,1.0,0.909	1.0,NA,NA	-0.045
1915	"ENSG00000137409.21"	"MTCH1"	chr6	-	36977198	36977224	36977668	36977691	36975657	36975717	36978077	36978155	1915	2,2,2	0,0,2	6,0,0	0,0,0	122	125	1	1.0	1.0,1.0,0.506	1.0,NA,NA	-0.165
1916	"ENSG00000137409.21"	"MTCH1"	chr6	-	36977198	36977250	36977668	36977691	36975657	36975717	36978077	36978155	1916	2,2,2	0,1,3	6,0,0	0,0,0	122	151	1	1.0	1.0,0.712,0.452	1.0,NA,NA	-0.279
1965	"ENSG00000137601.18"	"NEK1"	chr4	-	169561479	169561554	169561686	169561737	169555931	169556095	169561831	169561891	1965	0,0,1	0,0,2	0,0,2	0,0,0	150	174	1	1.0	NA,NA,0.367	NA,NA,1.0	-0.633
2001	"ENSG00000129255.16"	"MPDU1"	chr17	+	7586691	7586838	7586898	7587017	7585945	7586078	7587160	7587271	2001	1,0,1	0,0,0	0,0,0	0,0,1	198	198	1	1.0	1.0,NA,1.0	NA,NA,0.0	1.0
2002	"ENSG00000062716.13"	"VMP1"	chr17	+	59735337	59735473	59737452	59737543	59731420	59731522	59738836	59738947	2002	0,0,1	0,0,0	0,0,0	2,0,0	198	190	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
2019	"ENSG00000117682.18"	"DHDDS"	chr1	+	26446315	26446432	26447558	26447660	26442730	26442873	26457790	26457905	2019	0,0,1	0,0,1	1,0,0	0,0,0	198	198	1	1.0	NA,NA,0.5	1.0,NA,NA	-0.5
2028	"ENSG00000167483.19"	"NIBAN3"	chr19	+	17533586	17533701	17537375	17537543	17532262	17532388	17539149	17539265	2028	0,1,1	6,10,18	0,0,0	1,0,0	198	198	1	1.0	0.0,0.091,0.053	0.0,NA,NA	0.048
2035	"ENSG00000078369.19"	"GNB1"	chr1	-	1817836	1817875	1825396	1825499	1815755	1815862	1839189	1839238	2035	0,1,2	0,1,4	2,1,5	1,0,4	198	138	1	1.0	NA,0.411,0.258	0.582,1.0,0.466	-0.348
2049	"ENSG00000116604.19"	"MEF2D"	chr1	-	156480642	156480777	156480833	156480971	156479585	156479796	156482436	156482640	2049	2,8,16	0,2,0	0,0,2	0,0,0	198	198	1	1.0	1.0,0.8,1.0	NA,NA,1.0	-0.067
2060	"ENSG00000138614.16"	"INTS14"	chr15	-	65605128	65605236	65607158	65607442	65599773	65599929	65611097	65611289	2060	2,0,1	0,0,0	0,0,0	0,0,2	198	198	1	1.0	1.0,NA,1.0	NA,NA,0.0	1.0
2076	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627604	42627688	42628151	42628281	42627303	42627389	42630881	42630988	2076	2,2,1	0,2,0	1,0,2	0,0,4	198	183	1	1.0	1.0,0.48,1.0	1.0,NA,0.316	0.169
2099	"ENSG00000100461.18"	"RBM23"	chr14	-	22908332	22908380	22909482	22909595	22906194	22906368	22911327	22911403	2099	0,3,2	0,0,1	0,4,0	0,0,0	198	147	1	1.0	NA,1.0,0.598	NA,1.0,NA	-0.201
2116	"ENSG00000291178.1"	"ENSG00000291178"	chr7	-	100330181	100330284	100330462	100330549	100328835	100329019	100332441	100332581	2116	0,1,3	0,1,1	0,0,0	0,0,1	186	198	1	1.0	NA,0.516,0.762	NA,NA,0.0	0.639
2130	"ENSG00000104671.8"	"DCTN6"	chr8	+	30175084	30175190	30177125	30177214	30164110	30164175	30179407	30179455	2130	0,0,0	0,0,1	0,2,0	0,0,0	198	188	1	1.0	NA,NA,0.0	NA,1.0,NA	-1.0
2143	"ENSG00000102984.15"	"ZNF821"	chr16	-	71864902	71865048	71867892	71868037	71864137	71864242	71879906	71880023	2143	0,0,0	0,2,1	0,1,2	0,0,0	198	198	1	1.0	NA,0.0,0.0	NA,1.0,1.0	-1.0
2144	"ENSG00000102984.15"	"ZNF821"	chr16	-	71864902	71865048	71867911	71868037	71864137	71864242	71879906	71880023	2144	0,0,0	0,2,1	0,1,2	0,0,0	198	198	1	1.0	NA,0.0,0.0	NA,1.0,1.0	-1.0
2154	"ENSG00000127022.16"	"CANX"	chr5	+	179706257	179706331	179707131	179707190	179705678	179705852	179708238	179708380	2154	0,4,2	1,0,0	0,3,3	0,1,0	173	158	1	1.0	0.0,1.0,1.0	NA,0.733,1.0	-0.2
2156	"ENSG00000089820.17"	"ARHGAP4"	chrX	-	153918831	153919053	153921096	153921159	153913777	153913879	153921364	153921527	2156	9,4,1	5,11,17	0,0,0	1,0,7	162	198	1	1.0	0.688,0.308,0.067	0.0,NA,0.0	0.354
2157	"ENSG00000068724.18"	"TTC7A"	chr2	+	47021861	47021979	47023407	47023465	47011330	47011435	47024286	47024359	2157	2,3,6	7,0,7	0,0,0	1,0,0	198	157	1	1.0	0.185,1.0,0.405	0.0,NA,NA	0.53
2168	"ENSG00000241553.13"	"ARPC4"	chr3	+	9800184	9800296	9801660	9801756	9797658	9797777	9803842	9804013	2168	1,3,6	2,0,3	2,1,1	0,0,2	198	195	0.063674597054	1.0	0.33,1.0,0.663	1.0,1.0,0.33	-0.112
2178	"ENSG00000130414.13"	"NDUFA10"	chr2	-	240011616	240014860	240018552	240018639	240007315	240007370	240021196	240021412	2178	0,1,1	0,3,4	0,0,0	0,0,1	186	198	1	1.0	NA,0.262,0.21	NA,NA,0.0	0.236
2182	"ENSG00000124795.17"	"DEK"	chr6	-	18258303	18258405	18263842	18263996	18257952	18258062	18264384	18264541	2182	0,2,1	2,4,0	0,0,0	1,0,0	198	198	1	1.0	0.0,0.333,1.0	0.0,NA,NA	0.444
2278	"ENSG00000008838.21"	"MED24"	chr17	-	40035721	40035795	40036115	40036154	40035116	40035349	40053297	40053380	2278	0,0,1	0,0,0	0,0,0	0,0,1	138	173	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
2328	"ENSG00000131374.15"	"TBC1D5"	chr3	-	17518901	17518995	17562018	17562142	17508473	17508605	17623848	17623913	2328	0,0,3	0,0,0	0,0,0	2,0,0	198	193	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
2329	"ENSG00000131374.15"	"TBC1D5"	chr3	-	17518901	17518995	17622647	17622765	17508473	17508605	17623848	17623913	2329	0,0,1	0,0,0	0,0,0	2,0,0	198	193	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
2333	"ENSG00000023318.9"	"ERP44"	chr9	-	100052416	100052532	100057819	100057859	100022041	100022226	100060099	100060172	2333	0,1,0	0,1,0	0,0,0	1,0,0	139	198	1	1.0	NA,0.588,NA	0.0,NA,NA	0.588
2336	"ENSG00000174891.14"	"RSRC1"	chr3	+	158123865	158123991	158203071	158203245	158122102	158122298	158298038	158298075	2336	0,1,4	0,0,1	1,0,0	0,0,0	198	198	1	1.0	NA,1.0,0.8	1.0,NA,NA	-0.1
2337	"ENSG00000174891.14"	"RSRC1"	chr3	+	158203071	158203245	158298038	158298075	158123865	158123991	158354856	158354908	2337	0,5,4	0,0,1	0,0,0	1,0,0	198	136	1	1.0	NA,1.0,0.733	0.0,NA,NA	0.867
2344	"ENSG00000085998.15"	"POMGNT1"	chr1	-	46194552	46194651	46194843	46194961	46194273	46194401	46195810	46195924	2344	0,0,0	0,1,2	0,1,0	0,2,0	198	198	1	1.0	NA,0.0,0.0	NA,0.333,NA	-0.333
2372	"ENSG00000196998.19"	"WDR45"	chrX	-	49076429	49076524	49077642	49077747	49075865	49075945	49077836	49077911	2372	0,0,1	1,2,0	0,1,0	0,0,0	198	194	1	1.0	0.0,0.0,1.0	NA,1.0,NA	-0.667
2373	"ENSG00000196998.19"	"WDR45"	chrX	-	49076644	49076750	49077642	49077747	49076429	49076524	49077836	49077911	2373	0,0,1	0,0,1	0,1,0	2,0,1	198	198	1	1.0	NA,NA,0.5	0.0,1.0,0.0	0.167
2374	"ENSG00000196998.19"	"WDR45"	chrX	-	49076644	49076753	49077642	49077747	49076429	49076524	49077836	49077911	2374	0,0,1	0,0,1	0,1,0	1,0,2	198	198	1	1.0	NA,NA,0.5	0.0,1.0,0.0	0.167
2386	"ENSG00000132768.14"	"DPH2"	chr1	+	43970965	43971189	43971386	43972070	43970595	43970708	43972157	43972334	2386	0,0,0	0,2,2	0,1,0	0,0,0	198	198	1	1.0	NA,0.0,0.0	NA,1.0,NA	-1.0
2398	"ENSG00000176393.11"	"RNPEP"	chr1	+	201996146	201996263	201997318	201997554	201989382	201989531	201999901	202000015	2398	0,0,0	2,2,0	1,0,0	0,0,0	198	198	1	1.0	0.0,0.0,NA	1.0,NA,NA	-1.0
2399	"ENSG00000076513.17"	"ANKRD13A"	chr12	+	110021107	110021301	110024045	110024112	110019138	110019328	110025741	110025823	2399	2,0,1	0,0,0	0,0,0	0,0,2	198	166	1	1.0	1.0,NA,1.0	NA,NA,0.0	1.0
2402	"ENSG00000182718.18"	"ANXA2"	chr15	-	60364428	60364523	60386027	60386086	60360940	60361054	60397942	60397986	2402	2,0,0	1,6,1	0,0,0	4,3,9	158	194	0.539880732082	1.0	0.711,0.0,0.0	0.0,0.0,0.0	0.237
2426	"ENSG00000132780.17"	"NASP"	chr1	+	45602254	45602365	45604935	45605016	45591222	45591270	45606481	45606591	2426	0,2,2	0,0,7	1,0,0	0,0,0	198	180	1	1.0	NA,1.0,0.206	1.0,NA,NA	-0.397
2449	"ENSG00000014138.10"	"POLA2"	chr11	+	65280991	65281147	65281147	65281397	65279537	65279626	65281669	65281732	2449	6,0,3	0,0,2	2,0,2	0,0,0	198	198	1	1.0	1.0,NA,0.6	1.0,NA,1.0	-0.2
2471	"ENSG00000064012.24"	"CASP8"	chr2	+	201272897	201272942	201274888	201274953	201272637	201272776	201276826	201276968	2471	0,0,1	1,3,1	0,0,0	0,0,1	144	164	1	1.0	0.0,0.0,0.532	NA,NA,0.0	0.177
2494	"ENSG00000142687.19"	"KIAA0319L"	chr1	-	35444160	35444303	35448172	35448332	35442905	35443028	35449866	35450005	2494	0,0,2	0,0,1	0,0,0	1,0,0	198	198	1	1.0	NA,NA,0.667	0.0,NA,NA	0.667
2497	"ENSG00000142687.19"	"KIAA0319L"	chr1	-	35470862	35470960	35474804	35474906	35466607	35466695	35478965	35479212	2497	0,0,1	0,0,1	0,0,1	0,0,0	198	197	1	1.0	NA,NA,0.499	NA,NA,1.0	-0.501
2498	"ENSG00000142687.19"	"KIAA0319L"	chr1	-	35478965	35479212	35506611	35507135	35474804	35474906	35554349	35554519	2498	0,1,0	0,0,1	1,0,0	0,0,1	198	198	1	1.0	NA,1.0,0.0	1.0,NA,0.0	0.0
2501	"ENSG00000108559.13"	"NUP88"	chr17	-	5399551	5399650	5404098	5404246	5394890	5394981	5405056	5405243	2501	0,1,2	0,1,3	0,0,0	0,6,0	198	198	1	1.0	NA,0.5,0.4	NA,0.0,NA	0.45
2552	"ENSG00000059588.10"	"TARBP1"	chr1	-	234398381	234398553	234400852	234400948	234393645	234393837	234401180	234401262	2552	1,0,0	0,1,6	0,0,0	0,1,0	195	198	1	1.0	1.0,0.0,0.0	NA,0.0,NA	0.333
2556	"ENSG00000084623.12"	"EIF3I"	chr1	+	32226170	32226283	32226402	32226530	32224409	32224475	32228498	32228609	2556	0,0,3	0,2,2	1,2,2	2,0,3	198	198	1	1.0	NA,0.0,0.6	0.333,1.0,0.4	-0.278
2557	"ENSG00000084623.12"	"EIF3I"	chr1	+	32226170	32226320	32226402	32226530	32224409	32224475	32228498	32228609	2557	0,0,3	0,2,2	1,2,2	2,0,3	198	198	1	1.0	NA,0.0,0.6	0.333,1.0,0.4	-0.278
2575	"ENSG00000079819.20"	"EPB41L2"	chr6	-	130867458	130867581	130869811	130870126	130865535	130865634	130885095	130885268	2575	0,1,1	0,0,1	1,0,1	0,0,0	198	198	1	1.0	NA,1.0,0.5	1.0,NA,1.0	-0.25
2596	"ENSG00000110958.16"	"PTGES3"	chr12	-	56666203	56666266	56670274	56670364	56664775	56664800	56671748	56671847	2596	0,0,3	0,0,0	0,0,3	0,0,1	189	162	1	1.0	NA,NA,1.0	NA,NA,0.72	0.28
2597	"ENSG00000110958.16"	"PTGES3"	chr12	-	56670274	56670364	56671748	56671847	56666203	56666266	56672739	56672809	2597	0,0,0	3,0,3	1,0,3	0,2,0	198	189	1	1.0	0.0,NA,0.0	1.0,0.0,1.0	-0.667
2598	"ENSG00000110958.16"	"PTGES3"	chr12	-	56671748	56671809	56672739	56672809	56670274	56670364	56672951	56673065	2598	0,1,1	0,1,2	2,1,0	0,0,2	169	160	1	1.0	NA,0.486,0.321	1.0,1.0,0.0	-0.263
2706	"ENSG00000145216.17"	"FIP1L1"	chr4	+	53414614	53414722	53425871	53425965	53399729	53399839	53428026	53428183	2706	0,0,1	0,0,3	0,0,0	0,0,1	198	193	1	1.0	NA,NA,0.245	NA,NA,0.0	0.245
2762	"ENSG00000026103.25"	"FAS"	chr10	+	89010752	89010815	89011998	89012081	89010538	89010600	89013342	89013367	2762	0,0,2	0,0,1	0,0,0	0,1,0	162	182	1	1.0	NA,NA,0.692	NA,0.0,NA	0.692
2763	"ENSG00000026103.25"	"FAS"	chr10	+	89011998	89012081	89013342	89013367	89010752	89010815	89014118	89015542	2763	0,0,1	0,0,0	0,0,0	0,0,1	182	124	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
2802	"ENSG00000143549.22"	"TPM3"	chr1	-	154171412	154171488	154172028	154172104	154170648	154170711	154172907	154172978	2802	4,3,13	0,0,0	7,1,9	0,1,0	175	175	1	1.0	1.0,1.0,1.0	1.0,0.5,1.0	0.167
