ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
907	"ENSG00000132676.16"	"DAP3"	chr1	+	155717005	155717128	155721516	155721618	155709772	155709824	155725381	155725490	907	0,0,0	0,0,3	1,0,0	0,0,0	222	201	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
908	"ENSG00000132676.16"	"DAP3"	chr1	+	155731943	155732033	155736945	155737063	155731355	155731415	155738156	155738529	908	0,1,3	0,0,1	0,0,1	0,0,0	189	217	1	1.0	NA,1.0,0.775	NA,NA,1.0	-0.113
917	"ENSG00000198771.11"	"RCSD1"	chr1	+	167685420	167685510	167690048	167690120	167683899	167684001	167694098	167694302	917	0,6,2	0,1,0	0,0,2	0,0,0	189	171	1	1.0	NA,0.844,1.0	NA,NA,1.0	-0.078
998	"ENSG00000127463.16"	"EMC1"	chr1	-	19243949	19244015	19244905	19245030	19243613	19243707	19251414	19251522	998	1,1,0	1,1,0	0,2,0	0,1,0	224	165	1	1.0	0.424,0.424,NA	NA,0.596,NA	-0.172
1010	"ENSG00000173039.20"	"RELA"	chr11	-	65660123	65660215	65661686	65661835	65659665	65659797	65661936	65662088	1010	0,2,0	0,2,0	0,1,3	3,1,0	248	191	1	1.0	NA,0.435,NA	0.0,0.435,1.0	-0.043
1011	"ENSG00000173039.20"	"RELA"	chr11	-	65661686	65661835	65661936	65662088	65660123	65660215	65662178	65662205	1011	0,2,3	0,2,0	0,1,2	0,0,1	251	248	1	1.0	NA,0.497,1.0	NA,1.0,0.664	-0.084
1018	"ENSG00000170445.16"	"HARS1"	chr5	-	140677907	140678015	140683099	140683219	140677654	140677753	140690854	140690944	1018	1,1,0	0,1,1	3,0,0	0,0,0	219	207	1	1.0	1.0,0.486,0.0	1.0,NA,NA	-0.505
1028	"ENSG00000150768.18"	"DLAT"	chr11	+	112033403	112033530	112037272	112037460	112028791	112028945	112039243	112039397	1028	0,0,0	0,1,0	0,0,1	0,0,0	226	287	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
1044	"ENSG00000198625.14"	"MDM4"	chr1	+	204526359	204526434	204537458	204537497	204525483	204525596	204538208	204538308	1044	0,1,4	0,1,0	0,0,1	0,0,0	174	138	1	1.0	NA,0.442,1.0	NA,NA,1.0	-0.279
1045	"ENSG00000108840.16"	"HDAC5"	chr17	-	44092171	44092284	44092380	44092527	44091699	44091831	44092675	44092806	1045	0,0,2	0,0,2	0,0,2	1,0,0	246	212	1	1.0	NA,NA,0.463	0.0,NA,1.0	-0.037
1053	"ENSG00000164111.15"	"ANXA5"	chr4	-	121684676	121684771	121686287	121686372	121683363	121683477	121696580	121696624	1053	0,9,7	1,2,0	2,0,7	2,7,2	184	194	0.0098578603475	0.7554631580008332	0.0,0.826,1.0	0.513,0.0,0.787	0.175
1069	"ENSG00000115355.18"	"CCDC88A"	chr2	-	55355578	55355751	55362307	55362448	55349517	55349599	55363949	55364033	1069	0,2,6	3,7,21	0,0,0	0,0,2	240	272	1	1.0	0.0,0.245,0.245	NA,NA,0.0	0.163
1075	"ENSG00000197912.16"	"SPG7"	chr16	+	89536764	89536948	89540943	89541346	89532462	89532636	89544647	89544772	1075	1,0,0	4,0,5	4,0,0	4,0,0	283	502	1	1.0	0.307,NA,0.0	0.639,NA,NA	-0.486
1076	"ENSG00000197912.16"	"SPG7"	chr16	+	89536764	89536948	89540943	89541384	89532462	89532636	89544647	89544772	1076	1,0,0	4,0,5	4,0,0	4,0,0	283	540	1	1.0	0.323,NA,0.0	0.656,NA,NA	-0.495
1077	"ENSG00000197912.16"	"SPG7"	chr16	+	89536764	89536948	89540943	89542279	89532462	89532636	89544647	89544772	1077	1,0,0	4,3,7	4,0,0	4,0,0	283	1435	1	1.0	0.559,0.0,0.0	0.835,NA,NA	-0.649
1080	"ENSG00000119139.21"	"TJP2"	chr9	+	69248011	69248224	69251034	69251364	69246689	69246790	69252814	69252900	1080	0,3,0	2,1,2	0,0,4	0,0,0	312	429	1	1.0	0.0,0.805,0.0	NA,NA,1.0	-0.732
1084	"ENSG00000113712.19"	"CSNK1A1"	chr5	-	149525044	149525171	149531393	149531511	149520289	149520388	149550074	149550181	1084	0,0,0	2,9,14	0,8,0	1,1,5	217	226	0.0234429033395	1.0	0.0,0.0,0.0	0.0,0.893,0.0	-0.298
1087	"ENSG00000120697.10"	"ALG5"	chr13	-	36985626	36985740	36989483	36989576	36971976	36972036	36993603	36993672	1087	0,0,0	1,0,0	0,0,2	0,2,0	192	213	1	1.0	0.0,NA,NA	NA,0.0,1.0	-0.5
1125	"ENSG00000140416.25"	"TPM1"	chr15	+	63043705	63043831	63044026	63044152	63042757	63042943	63056984	63057118	1125	0,1,1	29,30,33	0,0,2	59,72,78	225	225	1	1.0	0.0,0.032,0.029	0.0,0.0,0.025	0.012
1126	"ENSG00000140416.25"	"TPM1"	chr15	+	63061197	63061273	63061712	63061788	63060868	63060939	63062214	63062277	1126	3,7,16	25,23,27	16,4,13	61,41,44	175	175	0.350732467858	1.0	0.107,0.233,0.372	0.208,0.089,0.228	0.062
1133	"ENSG00000072682.20"	"P4HA2"	chr5	-	132198205	132198271	132198320	132198380	132195411	132195480	132198878	132198932	1133	0,0,1	0,1,2	3,0,2	0,0,0	159	165	1	1.0	NA,0.0,0.342	1.0,NA,1.0	-0.829
1136	"ENSG00000131778.20"	"CHD1L"	chr1	+	147259836	147259918	147264421	147264584	147256530	147256562	147265931	147266087	1136	1,1,3	0,1,1	0,0,0	0,0,1	181	262	1	1.0	1.0,0.591,0.813	NA,NA,0.0	0.801
1173	"ENSG00000072274.14"	"TFRC"	chr3	-	196073929	196074125	196075158	196075360	196072002	196072152	196077063	196077122	1173	2,0,3	1,2,5	1,1,0	0,0,0	301	295	1	1.0	0.662,0.0,0.37	1.0,1.0,NA	-0.656
1181	"ENSG00000090615.16"	"GOLGA3"	chr12	-	132780797	132780914	132782295	132782493	132777665	132777805	132784163	132784307	1181	5,3,3	1,1,0	0,0,2	2,0,0	297	216	1	1.0	0.784,0.686,1.0	0.0,NA,1.0	0.323
1190	"ENSG00000134014.18"	"ELP3"	chr8	+	28097218	28097318	28099827	28099966	28093066	28093233	28106712	28106783	1190	2,1,1	0,0,1	0,0,0	0,0,1	199	238	1	1.0	1.0,1.0,0.545	NA,NA,0.0	0.848
1199	"ENSG00000138750.16"	"NUP54"	chr4	-	76136185	76136412	76144148	76144292	76134174	76134362	76144389	76144473	1199	0,2,1	0,0,1	0,0,0	0,0,1	243	326	1	1.0	NA,1.0,0.573	NA,NA,0.0	0.786
1215	"ENSG00000128908.19"	"INO80"	chr15	-	41016087	41016215	41020899	41021125	41005592	41005687	41027595	41027736	1215	0,1,3	0,0,0	0,0,0	1,2,0	325	227	1	1.0	NA,1.0,1.0	0.0,0.0,NA	1.0
1219	"ENSG00000108061.13"	"SHOC2"	chr10	+	110985627	110985765	111000414	111000545	110964124	110965061	111004605	111004794	1219	0,3,2	0,0,1	0,0,2	0,0,0	237	230	1	1.0	NA,1.0,0.66	NA,NA,1.0	-0.17
1238	"ENSG00000133706.20"	"LARS1"	chr5	-	146168127	146168265	146171909	146171990	146164309	146164471	146172686	146172774	1238	0,2,0	0,0,3	0,0,1	0,0,0	180	237	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
1252	"ENSG00000137275.16"	"RIPK1"	chr6	+	3080978	3081116	3083084	3083313	3077778	3077935	3085258	3085408	1252	0,0,2	0,0,3	0,1,0	0,0,0	237	328	1	1.0	NA,NA,0.48	NA,1.0,NA	-0.52
1259	"ENSG00000111906.18"	"HDDC2"	chr6	-	125292840	125292909	125298649	125298816	125277101	125277240	125300537	125300659	1259	0,3,0	0,1,2	0,0,0	0,1,0	266	168	1	1.0	NA,0.655,0.0	NA,0.0,NA	0.328
1261	"ENSG00000010810.18"	"FYN"	chr6	-	111699514	111699670	111700103	111700268	111696276	111696456	111702884	111703034	1261	0,0,0	6,0,0	2,0,1	0,0,0	264	255	1	1.0	0.0,NA,NA	1.0,NA,1.0	-1.0
1273	"ENSG00000163870.16"	"TPRA1"	chr3	-	127575402	127575505	127575748	127575809	127575184	127575265	127575939	127576050	1273	0,0,0	0,2,2	1,0,0	1,0,2	160	202	1	1.0	NA,0.0,0.0	0.558,NA,0.0	-0.279
1274	"ENSG00000169032.11"	"MAP2K1"	chr15	+	66436745	66436892	66443279	66443357	66435026	66435237	66444655	66444707	1274	1,2,1	0,1,0	4,0,0	2,0,2	246	177	1	1.0	1.0,0.59,1.0	0.59,NA,0.0	0.568
1275	"ENSG00000169032.11"	"MAP2K1"	chr15	+	66481754	66481879	66484993	66485191	66444655	66444707	66487227	66487292	1275	1,1,0	0,0,0	2,0,2	1,0,2	224	297	1	1.0	1.0,1.0,NA	0.726,NA,0.57	0.352
1281	"ENSG00000173193.15"	"PARP14"	chr3	+	122699389	122701635	122703741	122703978	122695425	122695662	122704526	122704748	1281	4,25,44	0,0,4	19,0,12	0,0,1	2345	336	1	1.0	1.0,1.0,0.612	1.0,NA,0.632	0.055
1283	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121693740	121698929	121702480	121702595	121690669	121692581	121714860	121714976	1283	0,0,4	5,13,70	0,0,0	3,4,8	214	5288	0.033015350061	1.0	0.0,0.0,0.585	0.0,0.0,0.0	0.195
1284	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121719645	121719768	121722261	121722376	121718387	121718501	121726912	121727041	1284	0,1,0	0,0,0	0,0,0	0,0,1	214	222	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
1285	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121719645	121719768	121722261	121722378	121718387	121718501	121726912	121727041	1285	0,2,6	0,0,0	0,0,0	0,0,1	216	222	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
1287	"ENSG00000105486.15"	"LIG1"	chr19	-	48151231	48151336	48153871	48153967	48150087	48150210	48157013	48157140	1287	0,1,0	0,0,0	0,0,0	0,0,2	195	204	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
1288	"ENSG00000105486.15"	"LIG1"	chr19	-	48151231	48151339	48153871	48153967	48150087	48150210	48157013	48157140	1288	0,1,0	0,0,0	0,0,0	0,0,2	195	207	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
1331	"ENSG00000108654.16"	"DDX5"	chr17	-	64504221	64504318	64504676	64504842	64503982	64504116	64506075	64506289	1331	15,31,69	1,11,23	8,0,5	1,0,2	265	196	1	1.0	0.917,0.676,0.689	0.855,NA,0.649	0.009
1347	"ENSG00000115091.12"	"ACTR3"	chr2	+	113916883	113917008	113927344	113927455	113913171	113913227	113931300	113931396	1347	0,3,3	1,0,1	0,0,7	2,0,1	224	210	1	1.0	0.0,1.0,0.738	0.0,NA,0.868	0.145
1349	"ENSG00000107890.17"	"ANKRD26"	chr10	-	27043425	27043567	27044156	27044190	27039964	27040178	27046352	27046520	1349	0,0,2	0,0,3	0,0,0	0,2,0	133	241	1	1.0	NA,NA,0.547	NA,0.0,NA	0.547
1358	"ENSG00000010322.16"	"NISCH"	chr3	+	52490074	52490231	52490704	52490833	52489335	52489678	52491351	52491513	1358	3,3,4	0,1,3	1,0,0	0,0,0	256	228	1	1.0	1.0,0.728,0.543	1.0,NA,NA	-0.243
1372	"ENSG00000177058.12"	"SLC38A9"	chr5	-	55672562	55672695	55697845	55697992	55669757	55669879	55711451	55711499	1372	0,0,1	0,0,0	0,0,0	1,0,0	246	232	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
1386	"ENSG00000147010.19"	"SH3KBP1"	chrX	-	19541924	19542193	19545921	19546050	19537716	19537780	19549973	19550083	1386	0,0,0	0,1,1	0,4,0	1,0,0	228	368	1	1.0	NA,0.0,0.0	0.0,1.0,NA	-0.5
1390	"ENSG00000131844.17"	"MCCC2"	chr5	+	71636103	71636167	71641002	71642727	71635150	71635246	71643818	71643895	1390	0,0,0	0,0,6	0,6,0	1,2,0	163	1824	1	1.0	NA,NA,0.0	0.0,0.971,NA	-0.485
1437	"ENSG00000076685.19"	"NT5C2"	chr10	-	103111744	103111805	103139405	103139479	103106588	103106706	103174857	103174982	1437	0,0,4	0,0,0	0,0,0	0,0,2	173	160	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
1439	"ENSG00000138760.11"	"SCARB2"	chr4	-	76175790	76175910	76176436	76176528	76174143	76174313	76179516	76179705	1439	0,0,2	1,0,0	0,0,1	0,0,0	191	219	1	1.0	0.0,NA,1.0	NA,NA,1.0	-0.5
1450	"ENSG00000128708.13"	"HAT1"	chr2	+	171946707	171946783	171952880	171953001	171925536	171925641	171965337	171965517	1450	0,1,0	0,0,0	0,0,0	0,0,1	175	220	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
1454	"ENSG00000168216.13"	"LMBRD1"	chr6	-	69705500	69705619	69708849	69709231	69701888	69701953	69713644	69713797	1454	0,0,0	0,0,3	0,2,0	0,0,0	481	218	1	1.0	NA,NA,0.0	NA,1.0,NA	-1.0
1478	"ENSG00000186470.14"	"BTN3A2"	chr6	+	26370321	26370603	26372896	26373097	26368720	26368912	26373275	26373296	1478	0,0,2	0,1,1	0,0,1	1,0,2	381	300	1	1.0	NA,0.0,0.612	0.0,NA,0.282	0.165
1486	"ENSG00000177479.20"	"ARIH2"	chr3	+	48924717	48924839	48927461	48927813	48922747	48922811	48961611	48961679	1486	0,0,0	0,0,4	8,0,0	0,0,0	221	451	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
1493	"ENSG00000215021.10"	"PHB2"	chr12	-	6968410	6968595	6969497	6969577	6967891	6968021	6970195	6970280	1493	3,0,1	2,1,3	0,0,2	2,0,1	179	284	1	1.0	0.704,0.0,0.346	0.0,NA,0.76	-0.03
1494	"ENSG00000215021.10"	"PHB2"	chr12	-	6968410	6968708	6969497	6969577	6967891	6968021	6970195	6970280	1494	3,0,1	2,1,3	0,0,2	2,0,1	179	397	1	1.0	0.769,0.0,0.425	0.0,NA,0.816	-0.01
1521	"ENSG00000102878.18"	"HSF4"	chr16	+	67167474	67167599	67167823	67167947	67167119	67167222	67168830	67168936	1521	2,0,0	0,0,0	0,0,0	10,0,0	224	223	1	1.0	1.0,NA,NA	0.0,NA,NA	1.0
1528	"ENSG00000127990.19"	"SGCE"	chr7	-	94599696	94599723	94600645	94600857	94598774	94598963	94603289	94603452	1528	4,0,2	0,2,0	0,0,2	0,0,1	311	126	1	1.0	1.0,0.0,1.0	NA,NA,0.448	0.219
1533	"ENSG00000177830.18"	"CHID1"	chr11	-	884067	884169	893426	893519	883147	883303	899339	899401	1533	0,0,3	2,0,0	1,0,1	0,0,0	192	201	1	1.0	0.0,NA,1.0	1.0,NA,1.0	-0.5
1558	"ENSG00000117054.15"	"ACADM"	chr1	+	75749418	75749559	75750450	75750546	75745805	75745914	75761121	75761370	1558	0,0,1	0,0,1	0,0,2	0,0,1	240	195	1	1.0	NA,NA,0.448	NA,NA,0.619	-0.171
1563	"ENSG00000104218.16"	"CSPP1"	chr8	+	67103036	67103135	67105568	67105661	67095292	67095732	67105904	67105975	1563	0,0,2	0,0,0	0,0,0	0,2,0	198	192	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
1575	"ENSG00000234741.10"	"GAS5"	chr1	-	173864483	173864506	173864674	173864704	173864256	173864304	173865228	173865282	1575	0,2,0	0,0,1	0,0,1	0,0,1	129	122	1	1.0	NA,1.0,0.0	NA,NA,0.486	0.014
1579	"ENSG00000234741.10"	"GAS5"	chr1	-	173865228	173865282	173865470	173865547	173864674	173864704	173865856	173865894	1579	1,3,1	3,0,0	1,1,0	1,0,0	176	153	1	1.0	0.225,1.0,1.0	0.465,1.0,NA	0.009
1580	"ENSG00000234741.10"	"GAS5"	chr1	-	173865228	173865282	173865509	173865547	173864674	173864704	173865856	173865894	1580	1,3,1	3,0,0	1,1,0	1,0,0	137	153	1	1.0	0.271,1.0,1.0	0.528,1.0,NA	-0.007
1581	"ENSG00000234741.10"	"GAS5"	chr1	-	173865470	173865547	173866527	173866567	173865228	173865282	173866760	173866796	1581	2,0,4	0,0,2	0,4,2	0,0,0	139	176	1	1.0	1.0,NA,0.717	NA,1.0,1.0	-0.141
1582	"ENSG00000234741.10"	"GAS5"	chr1	-	173865856	173865894	173866527	173866567	173865470	173865547	173866760	173866796	1582	2,0,4	0,4,2	0,4,2	2,0,0	139	137	0.0700427425473	1.0	1.0,0.0,0.663	0.0,1.0,1.0	-0.112
1583	"ENSG00000234741.10"	"GAS5"	chr1	-	173866176	173866206	173866760	173866796	173865856	173865894	173866990	173867043	1583	0,0,0	0,1,0	0,2,0	0,1,1	135	129	1	1.0	NA,0.0,NA	NA,0.656,0.0	-0.328
1603	"ENSG00000114054.14"	"PCCB"	chr3	+	136256554	136256623	136260478	136260535	136255855	136255975	136261951	136262065	1603	0,1,1	0,0,0	0,0,0	0,0,1	168	156	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
1608	"ENSG00000060971.19"	"ACAA1"	chr3	-	38131925	38132005	38133951	38134009	38129289	38129388	38136591	38136685	1608	0,0,0	0,0,2	2,0,0	0,0,0	157	179	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
1623	"ENSG00000136717.15"	"BIN1"	chr2	-	127051153	127051243	127057472	127057601	127050801	127050912	127059010	127059155	1623	0,1,2	0,0,0	0,0,0	2,0,0	228	189	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
1658	"ENSG00000057935.14"	"MTA3"	chr2	+	42609457	42609584	42640172	42640236	42579106	42579200	42644126	42644244	1658	0,1,1	0,0,0	0,0,0	2,0,0	226	163	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
1663	"ENSG00000118482.12"	"PHF3"	chr6	+	63684128	63685911	63691736	63692043	63679999	63680161	63694580	63694764	1663	5,14,39	0,3,4	1,0,1	0,0,2	1882	406	1	1.0	1.0,0.502,0.678	1.0,NA,0.097	0.178
1700	"ENSG00000133313.15"	"CNDP2"	chr18	+	74505848	74506011	74510812	74511013	74501328	74501472	74512447	74512532	1700	2,7,5	0,0,0	3,0,5	0,2,3	262	300	0.0111644801675	0.7554631580008332	1.0,1.0,1.0	1.0,0.0,0.656	0.448
1710	"ENSG00000117335.21"	"CD46"	chr1	+	207767778	207767823	207770320	207770362	207767012	207767195	207783291	207783330	1710	0,0,1	0,0,1	0,0,2	2,0,0	144	141	1	1.0	NA,NA,0.495	0.0,NA,1.0	-0.005
1717	"ENSG00000163131.12"	"CTSS"	chr1	-	150750005	150750171	150751780	150752008	150747776	150747879	150755000	150755150	1717	0,1,3	0,2,3	0,1,0	0,0,1	327	265	1	1.0	NA,0.288,0.448	NA,1.0,0.0	-0.132
1718	"ENSG00000163131.12"	"CTSS"	chr1	-	150751780	150752008	150755000	150755150	150750005	150750171	150757857	150757980	1718	1,2,8	0,1,1	0,0,0	2,1,0	249	327	1	1.0	1.0,0.724,0.913	0.0,0.0,NA	0.879
1733	"ENSG00000116754.14"	"SRSF11"	chr1	+	70231094	70231203	70231858	70231975	70228421	70228555	70232267	70232377	1733	0,0,1	0,0,3	1,0,0	0,0,0	208	216	1	1.0	NA,NA,0.257	1.0,NA,NA	-0.743
1740	"ENSG00000147140.17"	"NONO"	chrX	+	71294226	71294348	71296564	71296660	71291778	71291972	71296850	71297047	1740	2,2,2	0,2,2	4,1,0	0,0,1	221	195	0.0652873467587	1.0	1.0,0.469,0.469	1.0,1.0,0.0	-0.021
1742	"ENSG00000174574.16"	"AKIRIN1"	chr1	+	38998170	38998311	39000971	39001106	38991287	38991600	39003346	39003418	1742	0,0,0	0,1,3	2,0,0	0,0,0	240	234	1	1.0	NA,0.0,0.0	1.0,NA,NA	-1.0
1757	"ENSG00000155657.29"	"TTN"	chr2	-	178756221	178756797	178757541	178757916	178753123	178753180	178758983	178759172	1757	0,0,0	0,2,0	0,0,1	0,0,0	474	675	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
1759	"ENSG00000137210.14"	"TMEM14B"	chr6	+	10749621	10749698	10751132	10751234	10749201	10749268	10755141	10755232	1759	0,1,2	0,1,0	1,0,5	0,0,0	176	201	1	1.0	NA,0.533,1.0	1.0,NA,1.0	-0.234
1766	"ENSG00000178927.19"	"CYBC1"	chr17	-	82446622	82446692	82449169	82449292	82445863	82445960	82450699	82450728	1766	0,0,0	1,1,1	0,0,2	0,0,0	222	169	1	1.0	0.0,0.0,0.0	NA,NA,1.0	-1.0
1770	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161209856	161209931	161210110	161210188	161209482	161209595	161210303	161210389	1770	0,1,0	0,0,0	1,0,0	2,0,0	174	177	1	1.0	NA,1.0,NA	0.337,NA,NA	0.663
1853	"ENSG00000079805.19"	"DNM2"	chr19	+	10796060	10796199	10797379	10797518	10795371	10795439	10798485	10798572	1853	0,3,6	0,3,2	2,2,0	0,2,0	238	238	1	1.0	NA,0.5,0.75	1.0,0.5,NA	-0.125
1854	"ENSG00000157216.17"	"SSBP3"	chr1	-	54257126	54257186	54258068	54258149	54251793	54251860	54281437	54281527	1854	0,1,0	0,0,0	0,0,0	2,0,0	180	159	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
1855	"ENSG00000159023.23"	"EPB41"	chr1	+	28993329	28993542	28997214	28997319	28987430	28987905	29011864	29011907	1855	2,4,5	0,0,1	2,0,0	0,0,0	312	204	1	1.0	1.0,1.0,0.766	1.0,NA,NA	-0.078
1872	"ENSG00000076242.17"	"MLH1"	chr3	+	37017505	37017599	37020309	37020463	37014431	37014544	37025636	37026007	1872	0,0,0	0,0,2	0,0,1	0,0,2	193	253	1	1.0	NA,NA,0.0	NA,NA,0.396	-0.396
1873	"ENSG00000076242.17"	"MLH1"	chr3	+	37042267	37042331	37047518	37047683	37040185	37040294	37048516	37048609	1873	0,0,1	0,0,1	0,0,0	0,2,0	163	264	1	1.0	NA,NA,0.618	NA,0.0,NA	0.618
1900	"ENSG00000026751.17"	"SLAMF7"	chr1	+	160748193	160748514	160749820	160750093	160739056	160739356	160751344	160751448	1900	3,8,10	0,1,0	1,0,0	0,0,0	420	372	1	1.0	1.0,0.876,1.0	1.0,NA,NA	-0.041
1901	"ENSG00000026751.17"	"SLAMF7"	chr1	+	160748193	160748514	160749820	160750093	160739056	160739356	160752185	160752248	1901	3,8,10	0,1,0	1,0,0	0,0,0	420	372	1	1.0	1.0,0.876,1.0	1.0,NA,NA	-0.041
1902	"ENSG00000026751.17"	"SLAMF7"	chr1	+	160750303	160750423	160751344	160751448	160749820	160750093	160752185	160752248	1902	0,6,10	0,0,1	1,0,0	0,0,0	219	203	1	1.0	NA,1.0,0.903	1.0,NA,NA	-0.048
1915	"ENSG00000137409.21"	"MTCH1"	chr6	-	36977198	36977224	36977668	36977691	36975657	36975717	36978077	36978155	1915	2,2,2	0,0,2	6,0,0	0,0,0	122	125	1	1.0	1.0,1.0,0.506	1.0,NA,NA	-0.165
1916	"ENSG00000137409.21"	"MTCH1"	chr6	-	36977198	36977250	36977668	36977691	36975657	36975717	36978077	36978155	1916	2,2,2	0,1,3	6,0,0	0,0,0	122	151	1	1.0	1.0,0.712,0.452	1.0,NA,NA	-0.279
1965	"ENSG00000137601.18"	"NEK1"	chr4	-	169561479	169561554	169561686	169561737	169555931	169556095	169561831	169561891	1965	0,0,1	0,0,2	0,0,2	0,0,0	150	174	1	1.0	NA,NA,0.367	NA,NA,1.0	-0.633
2001	"ENSG00000129255.16"	"MPDU1"	chr17	+	7586691	7586838	7586898	7587017	7585945	7586078	7587160	7587271	2001	1,0,1	0,0,0	0,0,0	0,0,1	246	218	1	1.0	1.0,NA,1.0	NA,NA,0.0	1.0
2002	"ENSG00000062716.13"	"VMP1"	chr17	+	59735337	59735473	59737452	59737543	59731420	59731522	59738836	59738947	2002	0,0,1	0,0,0	0,0,0	2,0,0	235	190	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
2019	"ENSG00000117682.18"	"DHDDS"	chr1	+	26446315	26446432	26447558	26447660	26442730	26442873	26457790	26457905	2019	0,0,1	0,0,1	1,0,0	0,0,0	216	201	1	1.0	NA,NA,0.482	1.0,NA,NA	-0.518
2028	"ENSG00000167483.19"	"NIBAN3"	chr19	+	17533586	17533701	17537375	17537543	17532262	17532388	17539149	17539265	2028	0,1,1	8,10,22	0,0,0	4,0,0	214	267	1	1.0	0.0,0.111,0.054	0.0,NA,NA	0.055
2033	"ENSG00000074800.16"	"ENO1"	chr1	-	8870451	8870510	8870824	8870883	8867987	8868057	8871890	8871986	2033	0,0,0	11,6,9	1,0,0	12,13,24	158	158	1	1.0	0.0,0.0,0.0	0.077,0.0,0.0	-0.026
2035	"ENSG00000078369.19"	"GNB1"	chr1	-	1817836	1817875	1825396	1825499	1815755	1815862	1839189	1839238	2035	0,1,2	0,1,4	2,1,5	1,0,4	202	138	1	1.0	NA,0.406,0.255	0.577,1.0,0.461	-0.349
2049	"ENSG00000116604.19"	"MEF2D"	chr1	-	156480642	156480777	156480833	156480971	156479585	156479796	156482436	156482640	2049	2,8,16	0,2,0	0,0,2	0,0,0	237	234	1	1.0	1.0,0.798,1.0	NA,NA,1.0	-0.067
2060	"ENSG00000138614.16"	"INTS14"	chr15	-	65605128	65605236	65607158	65607442	65599773	65599929	65611097	65611289	2060	2,0,1	0,0,0	0,0,1	0,0,2	383	207	1	1.0	1.0,NA,1.0	NA,NA,0.213	0.787
2074	"ENSG00000163565.20"	"IFI16"	chr1	+	159045296	159045464	159049431	159049599	159032523	159032691	159051678	159052098	2074	0,0,1	0,0,0	0,0,0	1,0,0	267	267	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
2076	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627604	42627688	42628151	42628281	42627303	42627389	42630881	42630988	2076	2,2,1	0,2,0	1,0,4	0,0,4	229	183	1	1.0	1.0,0.444,1.0	1.0,NA,0.444	0.093
2091	"ENSG00000291129.1"	"PPIEL"	chr1	-	39523561	39523697	39524835	39525057	39522286	39522505	39529054	39529164	2091	0,1,0	0,0,1	0,0,0	8,0,0	321	235	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
2099	"ENSG00000100461.18"	"RBM23"	chr14	-	22908332	22908380	22909482	22909595	22906194	22906368	22911327	22911403	2099	0,3,2	0,0,1	0,4,0	0,0,0	212	147	1	1.0	NA,1.0,0.581	NA,1.0,NA	-0.21
2116	"ENSG00000291178.1"	"ENSG00000291178"	chr7	-	100330181	100330284	100330462	100330549	100328835	100329019	100332441	100332581	2116	0,1,3	0,1,1	0,0,0	0,0,1	186	202	1	1.0	NA,0.521,0.765	NA,NA,0.0	0.643
2130	"ENSG00000104671.8"	"DCTN6"	chr8	+	30175084	30175190	30177125	30177214	30164110	30164175	30179407	30179455	2130	0,0,0	0,0,1	0,2,0	0,0,0	205	188	1	1.0	NA,NA,0.0	NA,1.0,NA	-1.0
2143	"ENSG00000102984.15"	"ZNF821"	chr16	-	71864902	71865048	71867892	71868037	71864137	71864242	71879906	71880023	2143	0,0,0	0,2,1	0,1,2	0,0,0	244	245	1	1.0	NA,0.0,0.0	NA,1.0,1.0	-1.0
2144	"ENSG00000102984.15"	"ZNF821"	chr16	-	71864902	71865048	71867911	71868037	71864137	71864242	71879906	71880023	2144	0,0,0	0,2,1	0,1,2	0,0,0	225	245	1	1.0	NA,0.0,0.0	NA,1.0,1.0	-1.0
