ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2889	"ENSG00000100241.22"	"SBF1"	chr22	-	50467531	50467923	50467531	50467690	50467785	50467923	2889	2,1,0	0,0,0	0,0,0	4,0,0	194	99	1	1.0	1.0,1.0,NA	0.0,NA,NA	1.0
2909	"ENSG00000160789.24"	"LMNA"	chr1	+	156136920	156137232	156136920	156137028	156137112	156137232	2909	0,0,0	2,0,0	0,0,1	1,2,5	183	99	1	1.0	0.0,NA,NA	0.0,0.0,0.098	-0.033
2910	"ENSG00000160789.24"	"LMNA"	chr1	+	156137653	156138757	156137653	156137743	156138487	156138757	2910	0,1,2	0,0,1	1,0,2	0,0,0	843	99	1	1.0	NA,1.0,0.19	1.0,NA,1.0	-0.405
2917	"ENSG00000126749.17"	"EMG1"	chr12	+	6974551	6975148	6974551	6974693	6975089	6975148	2917	0,0,2	0,1,0	0,4,0	0,0,1	495	99	1	1.0	NA,0.0,1.0	NA,1.0,0.0	0.0
2922	"ENSG00000140416.25"	"TPM1"	chr15	+	63060868	63061273	63060868	63060939	63061197	63061273	2922	0,0,0	2,3,6	1,0,0	10,3,8	357	99	1	1.0	0.0,0.0,0.0	0.027,0.0,0.0	-0.009
2923	"ENSG00000140416.25"	"TPM1"	chr15	+	63060868	63061788	63060868	63060939	63061712	63061788	2923	0,0,0	25,20,27	1,0,0	60,39,38	872	99	1	1.0	0.0,0.0,0.0	0.002,0.0,0.0	-0.001
2925	"ENSG00000140416.25"	"TPM1"	chr15	+	63061197	63062277	63061197	63061273	63062214	63062277	2925	0,2,2	1,4,15	0,0,0	13,1,7	1040	99	1	1.0	0.0,0.045,0.013	0.0,0.0,0.0	0.019
2926	"ENSG00000140416.25"	"TPM1"	chr15	+	63062575	63064142	63062575	63062645	63064063	63064142	2926	0,1,0	12,11,17	3,0,0	18,22,30	1517	99	1	1.0	0.0,0.006,0.0	0.011,0.0,0.0	-0.002
2927	"ENSG00000187778.14"	"MCRS1"	chr12	-	49566076	49566841	49566076	49566215	49566721	49566841	2927	0,2,3	1,0,1	0,0,0	0,0,1	605	99	1	1.0	0.0,1.0,0.329	NA,NA,0.0	0.443
2928	"ENSG00000213523.12"	"SRA1"	chr5	-	140551060	140552184	140551060	140551169	140551981	140552184	2928	0,0,2	0,1,3	0,0,0	0,2,0	911	99	1	1.0	NA,0.0,0.068	NA,0.0,NA	0.034
2929	"ENSG00000160813.7"	"PPP1R35"	chr7	-	100435630	100436064	100435630	100435767	100435847	100436064	2929	0,4,0	0,0,3	0,0,1	0,0,0	179	99	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
2930	"ENSG00000100983.12"	"GSS"	chr20	-	34942487	34943006	34942487	34942627	34942930	34943006	2930	0,3,0	0,0,1	0,0,0	0,0,2	402	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
2937	"ENSG00000090520.12"	"DNAJB11"	chr3	+	186577667	186581513	186577667	186577800	186581370	186581513	2937	1,2,7	0,0,1	0,0,0	1,0,0	3669	99	1	1.0	1.0,1.0,0.159	0.0,NA,NA	0.72
2938	"ENSG00000090520.12"	"DNAJB11"	chr3	+	186577667	186582077	186577667	186581513	186581994	186582077	2938	0,0,1	0,1,1	0,0,1	0,0,0	580	99	1	1.0	NA,0.0,0.146	NA,NA,1.0	-0.927
2957	"ENSG00000168214.22"	"RBPJ"	chr4	+	26420550	26424479	26420550	26420725	26424341	26424479	2957	2,0,5	0,1,0	0,0,0	2,0,0	3715	99	1	1.0	1.0,0.0,1.0	0.0,NA,NA	0.667
2978	"ENSG00000160741.17"	"CRTC2"	chr1	-	153954872	153955166	153954872	153954989	153955064	153955166	2978	3,1,2	0,0,3	0,0,0	0,0,1	174	99	1	1.0	1.0,1.0,0.275	NA,NA,0.0	0.758
2982	"ENSG00000131143.10"	"COX4I1"	chr16	+	85804936	85805864	85804936	85805104	85805732	85805864	2982	0,2,1	0,0,3	0,0,0	5,0,1	727	99	1	1.0	NA,1.0,0.043	0.0,NA,0.0	0.521
2983	"ENSG00000131143.10"	"COX4I1"	chr16	+	85804936	85805864	85804936	85805153	85805732	85805864	2983	0,2,1	2,0,0	0,0,0	0,2,0	678	99	1	1.0	0.0,1.0,1.0	NA,0.0,NA	0.667
2988	"ENSG00000185122.11"	"HSF1"	chr8	+	144309771	144311249	144309771	144309896	144311173	144311249	2988	0,2,1	2,0,0	0,0,0	1,0,2	1376	99	1	1.0	0.0,1.0,1.0	0.0,NA,0.0	0.667
2994	"ENSG00000004487.18"	"KDM1A"	chr1	+	23053760	23055161	23053760	23053839	23055068	23055161	2994	0,1,4	0,0,3	0,0,2	0,0,0	1328	99	1	1.0	NA,1.0,0.09	NA,NA,1.0	-0.455
2995	"ENSG00000004487.18"	"KDM1A"	chr1	+	23055931	23057565	23055931	23056038	23057483	23057565	2995	0,2,10	0,0,0	0,0,1	0,3,1	1544	99	1	1.0	NA,1.0,1.0	NA,0.0,0.06	0.97
2997	"ENSG00000004487.18"	"KDM1A"	chr1	+	23069060	23071359	23069060	23069151	23071224	23071359	2997	0,1,2	0,0,4	0,0,2	0,0,0	2172	99	1	1.0	NA,1.0,0.022	NA,NA,1.0	-0.489
3006	"ENSG00000182220.15"	"ATP6AP2"	chrX	+	40599591	40600881	40599591	40599741	40600761	40600881	3006	0,0,0	1,1,0	2,0,2	2,0,2	1119	99	1	1.0	0.0,0.0,NA	0.081,NA,0.081	-0.081
3009	"ENSG00000197948.11"	"FCHSD1"	chr5	-	141646086	141646722	141646086	141646191	141646602	141646722	3009	0,0,1	0,2,0	0,0,0	1,0,0	510	99	1	1.0	NA,0.0,1.0	0.0,NA,NA	0.5
3013	"ENSG00000163945.19"	"UVSSA"	chr4	+	1383765	1388049	1383765	1383940	1385867	1388049	3013	0,0,3	0,1,2	0,0,4	0,0,0	2026	99	1	1.0	NA,0.0,0.068	NA,NA,1.0	-0.966
3018	"ENSG00000072274.14"	"TFRC"	chr3	-	196062581	196062939	196062581	196062645	196062853	196062939	3018	0,0,2	1,0,1	0,0,0	1,0,0	307	99	1	1.0	0.0,NA,0.392	0.0,NA,NA	0.196
3040	"ENSG00000153914.16"	"SREK1"	chr5	+	66162413	66163922	66162413	66162592	66163791	66163922	3040	0,0,5	0,2,2	0,0,0	7,0,1	1298	99	1	1.0	NA,0.0,0.16	0.0,NA,0.0	0.08
3044	"ENSG00000090615.16"	"GOLGA3"	chr12	-	132774156	132775305	132774156	132774320	132775065	132775305	3044	1,3,2	0,0,0	2,2,2	0,0,1	844	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.19	0.27
3045	"ENSG00000090615.16"	"GOLGA3"	chr12	-	132774156	132775305	132774156	132774320	132775140	132775305	3045	1,3,2	1,5,8	2,2,2	0,0,0	919	99	6.19726492346e-13	3.7080301792035665e-10	0.097,0.061,0.026	1.0,1.0,1.0	-0.939
3082	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184136611	184137805	184136611	184136736	184137619	184137805	3082	0,0,3	2,0,0	0,1,0	0,0,0	982	99	1	1.0	0.0,NA,1.0	NA,1.0,NA	-0.5
3088	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184143051	184143565	184143051	184143142	184143441	184143565	3088	0,2,1	0,0,2	0,0,1	0,0,4	398	99	1	1.0	NA,1.0,0.111	NA,NA,0.059	0.496
3090	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144098	184144224	3090	0,2,2	0,0,1	1,0,1	0,0,0	1055	99	1	1.0	NA,1.0,0.158	1.0,NA,1.0	-0.421
3095	"ENSG00000114416.19"	"FXR1"	chr3	+	180962882	180963090	180962882	180962940	180963027	180963090	3095	0,0,0	0,1,0	0,1,1	0,1,0	186	99	1	1.0	NA,0.0,NA	NA,0.347,1.0	-0.673
3099	"ENSG00000162882.15"	"HAAO"	chr2	-	42770142	42770582	42770142	42770186	42770492	42770582	3099	0,0,0	0,0,1	0,0,4	0,0,0	405	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
3104	"ENSG00000291237.1"	"SOD2"	chr6	-	159679063	159682638	159679063	159679298	159682473	159682638	3104	25,96,69	0,0,0	77,45,163	0,0,4	3274	99	0.0803256204595	1.0	1.0,1.0,1.0	1.0,1.0,0.552	0.149
3130	"ENSG00000088038.20"	"CNOT3"	chr19	+	54153714	54155680	54153714	54153840	54155308	54155680	3130	0,0,1	0,1,2	0,0,0	0,0,2	1567	99	1	1.0	NA,0.0,0.031	NA,NA,0.0	0.015
3133	"ENSG00000133706.20"	"LARS1"	chr5	-	146130017	146131109	146130017	146130158	146131018	146131109	3133	0,0,2	0,4,5	0,0,0	2,0,0	959	99	1	1.0	NA,0.0,0.04	0.0,NA,NA	0.02
3135	"ENSG00000133706.20"	"LARS1"	chr5	-	146130017	146133081	146130017	146131109	146132897	146133081	3135	1,11,8	0,2,1	0,4,3	1,0,0	1887	99	0.171082906997	1.0	1.0,0.224,0.296	0.0,1.0,1.0	-0.16
3136	"ENSG00000133706.20"	"LARS1"	chr5	-	146140203	146143084	146140203	146140261	146142855	146143084	3136	0,11,13	0,1,1	2,2,0	0,0,0	2693	99	1	1.0	NA,0.288,0.323	1.0,1.0,NA	-0.695
3137	"ENSG00000133706.20"	"LARS1"	chr5	-	146140203	146143084	146140203	146140261	146142871	146143084	3137	0,11,13	0,0,1	2,2,0	1,0,0	2709	99	1	1.0	NA,1.0,0.322	0.068,1.0,NA	0.127
3143	"ENSG00000125952.21"	"MAX"	chr14	-	65075126	65077428	65075126	65076663	65077343	65077428	3143	0,0,1	0,0,2	0,0,2	0,0,0	779	99	1	1.0	NA,NA,0.06	NA,NA,1.0	-0.94
3153	"ENSG00000126456.16"	"IRF3"	chr19	-	49663187	49663514	49663187	49663258	49663342	49663514	3153	0,0,2	0,1,2	0,0,0	0,0,1	183	99	1	1.0	NA,0.0,0.351	NA,NA,0.0	0.175
3155	"ENSG00000126456.16"	"IRF3"	chr19	-	49664673	49665857	49664673	49664846	49665630	49665857	3155	0,1,0	0,0,0	2,0,2	0,0,1	883	99	1	1.0	NA,1.0,NA	1.0,NA,0.183	0.408
3160	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521705	146521832	146522053	3160	0,0,2	0,2,0	0,0,2	0,0,0	226	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
3165	"ENSG00000152952.14"	"PLOD2"	chr3	-	146076781	146079257	146076781	146076895	146079115	146079257	3165	2,0,0	0,0,1	2,0,0	1,0,4	2319	99	1	1.0	1.0,NA,0.0	0.079,NA,0.0	0.461
3185	"ENSG00000094914.14"	"AAAS"	chr12	-	53315093	53315426	53315093	53315140	53315334	53315426	3185	0,1,0	1,0,2	1,0,0	0,0,0	293	99	1	1.0	0.0,1.0,0.0	1.0,NA,NA	-0.667
3193	"ENSG00000081307.15"	"UBA5"	chr3	+	132671776	132672177	132671776	132671881	132672049	132672177	3193	0,0,3	0,0,0	0,0,0	0,0,1	267	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
3196	"ENSG00000112146.17"	"FBXO9"	chr6	+	53092733	53093561	53092733	53092824	53093465	53093561	3196	1,0,6	0,2,2	0,0,0	0,2,0	740	99	1	1.0	1.0,0.0,0.286	NA,0.0,NA	0.429
3199	"ENSG00000006744.19"	"ELAC2"	chr17	-	13002273	13002579	13002273	13002359	13002440	13002579	3199	0,0,1	0,0,2	0,0,0	0,1,0	180	99	1	1.0	NA,NA,0.216	NA,0.0,NA	0.216
3208	"ENSG00000118515.12"	"SGK1"	chr6	-	134174510	134174861	134174510	134174586	134174731	134174861	3208	0,0,5	0,1,1	0,0,0	2,0,0	244	99	1	1.0	NA,0.0,0.67	0.0,NA,NA	0.335
3223	"ENSG00000177646.20"	"ACAD9"	chr3	+	128909343	128910813	128909343	128910149	128910740	128910813	3223	0,1,3	0,5,0	0,0,0	0,2,0	690	99	1	1.0	NA,0.028,1.0	NA,0.0,NA	0.514
3229	"ENSG00000166794.6"	"PPIB"	chr15	-	64156724	64160197	64156724	64156909	64160103	64160197	3229	1,5,7	0,3,8	0,0,1	4,0,7	3293	99	1	1.0	1.0,0.048,0.026	0.0,NA,0.004	0.356
3232	"ENSG00000058262.11"	"SEC61A1"	chr3	+	128067420	128068059	128067420	128067612	128067982	128068059	3232	0,3,2	0,1,5	0,0,0	0,0,2	469	99	1	1.0	NA,0.388,0.078	NA,NA,0.0	0.233
3234	"ENSG00000114626.18"	"ABTB1"	chr3	+	127676966	127677286	127676966	127677083	127677167	127677286	3234	1,0,0	0,0,1	0,0,1	0,0,0	183	99	1	1.0	1.0,NA,0.0	NA,NA,1.0	-0.5
3237	"ENSG00000169032.11"	"MAP2K1"	chr15	+	66487227	66489276	66487227	66487292	66489214	66489276	3237	0,0,9	1,0,0	3,0,1	1,0,2	2021	99	1	1.0	0.0,NA,1.0	0.128,NA,0.024	0.424
3238	"ENSG00000169032.11"	"MAP2K1"	chr15	+	66487227	66489763	66487227	66489276	66489717	66489763	3238	0,1,2	1,0,1	0,0,0	1,0,0	540	99	1	1.0	0.0,1.0,0.268	0.0,NA,NA	0.423
3241	"ENSG00000233016.9"	"SNHG7"	chr9	-	136724657	136725110	136724657	136724939	136725054	136725110	3241	0,2,4	2,0,0	2,0,0	0,0,0	214	99	1	1.0	0.0,1.0,1.0	1.0,NA,NA	-0.333
3243	"ENSG00000233016.9"	"SNHG7"	chr9	-	136726310	136727086	136726310	136726416	136727045	136727086	3243	0,2,5	2,1,2	0,0,0	4,0,0	728	99	1	1.0	0.0,0.214,0.254	0.0,NA,NA	0.156
3254	"ENSG00000114023.16"	"FAM162A"	chr3	+	122404257	122407389	122404257	122404363	122407280	122407389	3254	0,2,1	0,2,2	0,0,1	0,0,0	3016	99	1	1.0	NA,0.032,0.016	NA,NA,1.0	-0.976
3256	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121664925	121667610	121664925	121665031	121667475	121667610	3256	0,0,1	0,2,5	0,0,0	1,0,0	2543	99	1	1.0	NA,0.0,0.008	0.0,NA,NA	0.004
3257	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121668060	121669355	121668060	121668158	121669196	121669355	3257	1,2,0	1,0,5	0,0,1	0,0,0	1137	99	1	1.0	0.08,1.0,0.0	NA,NA,1.0	-0.64
3258	"ENSG00000173230.17"	"GOLGB1"	chr3	-	121668060	121669355	121668060	121668158	121669211	121669355	3258	1,2,0	3,0,2	0,0,1	0,0,2	1152	99	1	1.0	0.028,1.0,0.0	NA,NA,0.041	0.302
3264	"ENSG00000150093.20"	"ITGB1"	chr10	-	32920244	32922346	32920244	32920385	32922256	32922346	3264	0,0,1	1,1,7	0,0,0	0,0,7	1970	99	1	1.0	0.0,0.0,0.007	NA,NA,0.0	0.002
3271	"ENSG00000161960.16"	"EIF4A1"	chr17	+	7574259	7574678	7574259	7574308	7574545	7574678	3271	1,3,11	1,5,11	0,0,0	10,2,8	336	99	5.14092906023e-07	9.22796766311285e-05	0.228,0.15,0.228	0.0,0.0,0.0	0.202
3273	"ENSG00000161960.16"	"EIF4A1"	chr17	+	7576523	7577165	7576523	7576692	7577055	7577165	3273	1,1,15	2,8,4	0,0,0	11,3,8	462	99	3.63608900456e-05	0.0034351472437816836	0.097,0.026,0.446	0.0,0.0,0.0	0.19
3274	"ENSG00000161960.16"	"EIF4A1"	chr17	+	7577568	7578244	7577568	7577706	7577826	7578244	3274	0,1,5	2,3,2	0,0,2	8,2,4	219	99	0.0218987805348	0.6836626278757673	0.0,0.131,0.531	0.0,0.0,0.184	0.159
3276	"ENSG00000161960.16"	"EIF4A1"	chr17	+	7577826	7578244	7577826	7577916	7578164	7578244	3276	3,0,11	2,2,3	0,0,3	2,5,4	347	99	0.00290303537926	0.1336140642505564	0.3,0.0,0.511	0.0,0.0,0.176	0.212
3301	"ENSG00000172432.19"	"GTPBP2"	chr6	-	43620489	43622167	43620489	43621790	43622002	43622167	3301	0,2,1	0,1,0	1,0,0	1,0,0	311	99	1	1.0	NA,0.389,1.0	0.241,NA,NA	0.454
3302	"ENSG00000172432.19"	"GTPBP2"	chr6	-	43624887	43625560	43624887	43625062	43625362	43625560	3302	2,1,2	0,0,1	0,0,0	0,0,1	399	99	1	1.0	1.0,1.0,0.332	NA,NA,0.0	0.777
3303	"ENSG00000114021.12"	"NIT2"	chr3	+	100345584	100346255	100345584	100345678	100346180	100346255	3303	0,0,1	1,0,0	2,0,0	1,0,0	601	99	1	1.0	0.0,NA,1.0	0.248,NA,NA	0.252
3331	"ENSG00000108654.16"	"DDX5"	chr17	-	64500548	64502069	64500548	64500773	64502009	64502069	3331	7,22,169	0,3,14	10,5,5	0,3,2	1335	99	0.262952172297	1.0	1.0,0.352,0.472	1.0,0.11,0.156	0.186
3335	"ENSG00000108654.16"	"DDX5"	chr17	-	64502161	64502549	64502161	64502223	64502438	64502549	3335	0,0,13	0,13,35	0,0,0	4,1,6	314	99	1	1.0	NA,0.0,0.105	0.0,0.0,0.0	0.052
3336	"ENSG00000108654.16"	"DDX5"	chr17	-	64502161	64503098	64502161	64502549	64502925	64503098	3336	0,2,6	4,24,47	0,2,0	2,3,6	475	99	0.538318963981	1.0	0.0,0.017,0.026	0.0,0.122,0.0	-0.026
3337	"ENSG00000108654.16"	"DDX5"	chr17	-	64503429	64503868	64503429	64503571	64503802	64503868	3337	0,3,4	6,26,68	0,0,0	3,1,6	330	99	0.654637289581	1.0	0.0,0.033,0.017	0.0,0.0,0.0	0.017
3338	"ENSG00000108654.16"	"DDX5"	chr17	-	64503429	64504116	64503429	64503868	64503982	64504116	3338	0,0,4	5,22,40	0,0,0	1,2,2	213	99	0.444416680575	1.0	0.0,0.0,0.044	0.0,0.0,0.0	0.015
3347	"ENSG00000269858.6"	"EGLN2"	chr19	+	40807137	40807551	40807137	40807274	40807483	40807551	3347	0,0,2	0,1,2	0,0,0	2,0,0	308	99	1	1.0	NA,0.0,0.243	0.0,NA,NA	0.121
3356	"ENSG00000135931.19"	"ARMC9"	chr2	+	231214830	231216793	231214830	231215001	231216637	231216793	3356	0,0,1	2,0,1	0,0,1	0,0,0	1735	99	1	1.0	0.0,NA,0.054	NA,NA,1.0	-0.973
3357	"ENSG00000115091.12"	"ACTR3"	chr2	+	113951719	113955706	113951719	113951845	113955622	113955706	3357	0,2,9	6,12,2	0,0,4	3,6,6	3876	99	0.738102840786	1.0	0.0,0.004,0.103	0.0,0.0,0.017	0.03
3358	"ENSG00000130332.15"	"LSM7"	chr19	-	2328386	2328586	2328386	2328477	2328560	2328586	3358	0,0,2	0,4,4	0,3,0	0,0,0	182	99	1	1.0	NA,0.0,0.214	NA,1.0,NA	-0.893
3376	"ENSG00000168237.18"	"GLYCTK"	chr3	+	52290959	52291922	52290959	52291111	52291746	52291922	3376	0,1,3	0,0,0	0,0,0	0,0,1	734	99	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
3379	"ENSG00000247596.10"	"TWF2"	chr3	-	52229919	52230995	52229919	52230070	52230869	52230995	3379	0,0,1	0,2,0	0,0,2	0,0,0	898	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
3390	"ENSG00000196562.16"	"SULF2"	chr20	-	47659398	47659730	47659398	47659452	47659696	47659730	3390	3,12,25	0,1,3	0,0,0	2,0,0	343	99	1	1.0	1.0,0.776,0.706	0.0,NA,NA	0.827
3402	"ENSG00000164062.13"	"APEH"	chr3	+	49675182	49675787	49675182	49675309	49675693	49675787	3402	0,0,1	1,3,0	0,0,0	0,1,0	483	99	1	1.0	0.0,0.0,1.0	NA,0.0,NA	0.333
3412	"ENSG00000145020.16"	"AMT"	chr3	-	49418970	49421572	49418970	49420342	49421491	49421572	3412	0,0,3	0,0,1	0,0,1	0,0,0	1248	99	1	1.0	NA,NA,0.192	NA,NA,1.0	-0.808
3415	"ENSG00000067560.14"	"RHOA"	chr3	-	49359139	49362626	49359139	49360382	49362495	49362626	3415	5,1,5	1,1,4	1,0,2	4,1,4	2212	99	0.0167643902387	0.5723257531403679	0.183,0.043,0.053	0.011,0.0,0.022	0.082
3425	"ENSG00000213672.8"	"NCKIPSD"	chr3	-	48678876	48679183	48678876	48678969	48679054	48679183	3425	0,1,0	0,0,0	0,0,0	3,0,0	184	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
3428	"ENSG00000109736.15"	"MFSD10"	chr4	-	2932599	2933209	2932599	2932758	2933105	2933209	3428	0,2,0	0,0,2	0,0,1	0,0,0	446	99	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
3443	"ENSG00000160796.18"	"NBEAL2"	chr3	+	47007240	47007697	47007240	47007350	47007524	47007697	3443	0,0,0	0,0,1	0,0,3	0,0,0	273	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
3465	"ENSG00000164405.11"	"UQCRQ"	chr5	+	132866868	132867687	132866868	132867035	132867487	132867687	3465	0,0,3	0,0,0	0,0,0	5,0,0	551	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
3466	"ENSG00000177697.19"	"CD151"	chr11	+	836250	836843	836250	836442	836768	836843	3466	0,3,0	2,3,6	0,0,0	11,7,8	425	99	0.812808337073	1.0	0.0,0.189,0.0	0.0,0.0,0.0	0.063
3478	"ENSG00000115415.21"	"STAT1"	chr2	-	190974829	190975887	190974829	190974932	190975811	190975887	3478	1,0,12	0,0,6	5,0,0	0,0,4	978	99	1	1.0	1.0,NA,0.168	1.0,NA,0.0	0.084
3479	"ENSG00000115415.21"	"STAT1"	chr2	-	190974829	190975887	190974829	190975388	190975811	190975887	3479	1,0,9	0,0,1	5,0,0	0,0,0	522	99	1	1.0	1.0,NA,0.631	1.0,NA,NA	-0.184
3480	"ENSG00000115415.21"	"STAT1"	chr2	-	190975309	190975887	190975309	190975434	190975811	190975887	3480	1,0,8	1,0,0	5,0,0	0,0,0	476	99	1	1.0	0.172,NA,1.0	1.0,NA,NA	-0.414
3482	"ENSG00000115415.21"	"STAT1"	chr2	-	190980619	190982518	190980619	190980669	190982382	190982518	3482	2,0,7	0,0,3	5,0,0	0,0,2	1812	99	1	1.0	1.0,NA,0.113	1.0,NA,0.0	0.056
3483	"ENSG00000115415.21"	"STAT1"	chr2	-	190985618	190986947	190985618	190985660	190986853	190986947	3483	2,0,8	2,2,9	5,0,0	3,0,1	1292	99	1	1.0	0.071,0.0,0.064	0.113,NA,0.0	-0.011
3484	"ENSG00000198258.11"	"UBL5"	chr19	+	9828326	9828675	9828326	9828393	9828591	9828675	3484	0,0,2	3,1,4	0,0,3	0,0,5	297	99	1	1.0	0.0,0.0,0.143	NA,NA,0.167	-0.119
3491	"ENSG00000168028.15"	"RPSA"	chr3	+	39411895	39412438	39411895	39412061	39412273	39412438	3491	0,1,2	6,2,9	0,0,0	4,10,7	311	99	0.914925636985	1.0	0.0,0.137,0.066	0.0,0.0,0.0	0.068
3514	"ENSG00000135124.16"	"P2RX4"	chr12	+	121228724	121229099	121228724	121228866	121228962	121229099	3514	0,0,0	0,0,2	0,0,3	0,0,1	195	99	1	1.0	NA,NA,0.0	NA,NA,0.604	-0.604
3525	"ENSG00000232956.10"	"SNHG15"	chr7	-	44983022	44984046	44983022	44983322	44983821	44984046	3525	2,0,0	0,0,3	0,0,0	0,1,0	598	99	1	1.0	1.0,NA,0.0	NA,0.0,NA	0.5
3530	"ENSG00000232956.10"	"SNHG15"	chr7	-	44983821	44986097	44983821	44984426	44986020	44986097	3530	1,3,12	0,1,2	0,0,3	0,0,0	1693	99	1	1.0	1.0,0.149,0.26	NA,NA,1.0	-0.53
3531	"ENSG00000091136.15"	"LAMB1"	chr7	-	108001557	108002971	108001557	108001733	108002848	108002971	3531	0,1,0	1,2,0	0,0,0	3,0,2	1214	99	1	1.0	0.0,0.039,NA	0.0,NA,0.0	0.019
3536	"ENSG00000161013.17"	"MGAT4B"	chr5	-	179799505	179800068	179799505	179799636	179799953	179800068	3536	1,0,0	1,2,0	0,0,0	1,2,0	416	99	1	1.0	0.192,0.0,NA	0.0,0.0,NA	0.096
3550	"ENSG00000077097.17"	"TOP2B"	chr3	-	25604759	25606122	25604759	25604870	25606042	25606122	3550	0,0,4	0,0,0	0,0,0	1,0,0	1271	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
3551	"ENSG00000077097.17"	"TOP2B"	chr3	-	25606042	25607375	25606042	25606122	25607170	25607375	3551	0,0,2	0,0,0	0,0,0	1,0,0	1147	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
3555	"ENSG00000077097.17"	"TOP2B"	chr3	-	25664228	25664907	25664228	25664340	25664875	25664907	3555	0,0,2	0,0,2	2,1,0	0,0,0	634	99	1	1.0	NA,NA,0.135	1.0,1.0,NA	-0.865
3556	"ENSG00000019582.17"	"CD74"	chr5	-	150403120	150404767	150403120	150403312	150404679	150404767	3556	8,17,83	0,1,3	9,0,6	2,0,0	1466	99	1	1.0	1.0,0.534,0.651	0.233,NA,1.0	0.112
3557	"ENSG00000019582.17"	"CD74"	chr5	-	150405084	150406321	150405084	150405180	150406258	150406321	3557	5,17,46	17,36,67	2,0,0	5,4,5	1177	99	0.000777303874414	0.04228061983554939	0.024,0.038,0.055	0.033,0.0,0.0	0.028
3559	"ENSG00000019582.17"	"CD74"	chr5	-	150406880	150407324	150406880	150406960	150407151	150407324	3559	3,12,20	5,12,26	0,0,0	1,7,1	290	99	7.3108384846e-07	0.00011929959163506364	0.17,0.254,0.208	0.0,0.0,0.0	0.211
3562	"ENSG00000176978.15"	"DPP7"	chr9	-	137112111	137112805	137112111	137112230	137112744	137112805	3562	1,1,5	0,1,6	0,0,0	2,0,0	613	99	1	1.0	1.0,0.139,0.119	0.0,NA,NA	0.419
3564	"ENSG00000176978.15"	"DPP7"	chr9	-	137112111	137113119	137112111	137112805	137112952	137113119	3564	1,0,2	1,2,6	0,0,0	2,0,0	246	99	1	1.0	0.287,0.0,0.118	0.0,NA,NA	0.135
3566	"ENSG00000176978.15"	"DPP7"	chr9	-	137113205	137113496	137113205	137113287	137113360	137113496	3566	0,1,2	3,7,0	0,0,0	4,0,0	172	99	1	1.0	0.0,0.076,1.0	0.0,NA,NA	0.359
3568	"ENSG00000176978.15"	"DPP7"	chr9	-	137114242	137114576	137114242	137114382	137114462	137114576	3568	0,0,2	0,2,0	0,0,0	0,0,1	179	99	1	1.0	NA,0.0,1.0	NA,NA,0.0	0.5
3570	"ENSG00000204256.14"	"BRD2"	chr6	+	32975383	32976464	32975383	32975521	32976030	32976464	3570	0,4,0	0,0,6	0,0,0	0,0,2	608	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
3571	"ENSG00000204256.14"	"BRD2"	chr6	+	32976030	32976464	32976030	32976169	32976249	32976464	3571	0,4,0	2,2,9	0,0,0	3,0,1	179	99	1	1.0	0.0,0.525,0.0	0.0,NA,0.0	0.175
3573	"ENSG00000204256.14"	"BRD2"	chr6	+	32976561	32977570	32976561	32976936	32977441	32977570	3573	0,0,6	0,1,2	0,0,0	0,0,1	604	99	1	1.0	NA,0.0,0.33	NA,NA,0.0	0.165
3575	"ENSG00000010278.15"	"CD9"	chr12	+	6235475	6236275	6235475	6235565	6236191	6236275	3575	0,0,1	0,0,1	0,0,1	0,1,0	725	99	1	1.0	NA,NA,0.12	NA,0.0,1.0	-0.38
