ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1798	"ENSG00000051523.12"	"CYBA"	chr16	-	88643288	88644287	88643288	88643571	88646115	88646197	1798	0,6,8	2,0,5	1,0,2	2,3,5	815	99	0.0356664995174	1.0	0.0,1.0,0.163	0.057,0.0,0.046	0.353
1802	"ENSG00000051523.12"	"CYBA"	chr16	-	88643289	88644821	88643289	88643571	88646115	88646197	1802	2,8,13	2,0,5	3,0,2	2,3,5	1349	99	0.0262105790992	1.0	0.068,1.0,0.16	0.099,0.0,0.029	0.367
1806	"ENSG00000051523.12"	"CYBA"	chr16	-	88646754	88646968	88646754	88646838	88647100	88647175	1806	0,0,1	3,5,9	0,0,0	3,6,7	229	99	1	1.0	0.0,0.0,0.046	0.0,0.0,0.0	0.015
1814	"ENSG00000140968.12"	"IRF8"	chr16	+	85909486	85911658	85911569	85911658	85908989	85909173	1814	5,23,282	1,7,40	2,6,6	2,0,0	2182	99	0.403130618191	1.0	0.185,0.13,0.242	0.043,1.0,1.0	-0.495
1850	"ENSG00000185359.14"	"HGS"	chr17	+	81696606	81696747	81696696	81696747	81696356	81696529	1850	2,1,1	0,1,0	0,2,7	0,0,0	189	99	1	1.0	1.0,0.344,1.0	NA,1.0,1.0	-0.219
1851	"ENSG00000185359.14"	"HGS"	chr17	+	81696657	81696747	81696696	81696747	81696356	81696529	1851	2,1,1	0,1,0	0,0,2	0,0,0	138	99	1	1.0	1.0,0.418,1.0	NA,NA,1.0	-0.194
1852	"ENSG00000185359.14"	"HGS"	chr17	+	81696823	81696998	81696829	81696998	81696606	81696747	1852	2,0,0	0,2,0	0,0,2	0,0,0	105	99	1	1.0	1.0,0.0,NA	NA,NA,1.0	-0.5
1854	"ENSG00000185359.14"	"HGS"	chr17	+	81701008	81701131	81701044	81701131	81700694	81700814	1854	0,1,0	0,3,5	0,0,0	0,0,1	135	99	1	1.0	NA,0.196,0.0	NA,NA,0.0	0.098
1856	"ENSG00000185359.14"	"HGS"	chr17	+	81701537	81702105	81701623	81702105	81701044	81701131	1856	0,0,0	2,0,0	0,2,0	0,0,0	185	99	1	1.0	0.0,NA,NA	NA,1.0,NA	-1.0
1878	"ENSG00000132600.18"	"PRMT7"	chr16	+	68324142	68324832	68324682	68324832	68321425	68321462	1878	0,0,1	1,1,1	0,0,0	1,0,1	639	99	1	1.0	0.0,0.0,0.134	0.0,NA,0.0	0.045
1881	"ENSG00000132600.18"	"PRMT7"	chr16	+	68353394	68353566	68353491	68353566	68351389	68352409	1881	1,1,2	4,0,4	0,0,0	2,0,0	196	99	1	1.0	0.112,1.0,0.202	0.0,NA,NA	0.438
1889	"ENSG00000039523.20"	"RIPOR1"	chr16	+	67538659	67538824	67538671	67538824	67538423	67538550	1889	0,0,0	0,4,0	0,0,1	0,0,0	111	99	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
1923	"ENSG00000140931.20"	"CMTM3"	chr16	+	66609758	66610003	66609882	66610003	66609434	66609530	1923	2,0,0	0,0,1	2,0,0	0,0,0	223	99	1	1.0	1.0,NA,0.0	1.0,NA,NA	-0.5
1953	"ENSG00000005194.15"	"CIAPIN1"	chr16	-	57439181	57439334	57439181	57439295	57440771	57440983	1953	1,0,0	0,0,1	0,0,3	0,0,0	138	99	1	1.0	1.0,NA,0.0	NA,NA,1.0	-0.5
1960	"ENSG00000051108.15"	"HERPUD1"	chr16	+	56935400	56935475	56935403	56935475	56935234	56935312	1960	0,5,12	0,0,1	0,0,1	0,0,0	102	99	1	1.0	NA,1.0,0.921	NA,NA,1.0	-0.039
1967	"ENSG00000126246.10"	"IGFLR1"	chr19	-	35739709	35740086	35739709	35739769	35741023	35741223	1967	2,11,22	0,4,1	0,0,2	0,0,0	416	99	1	1.0	1.0,0.396,0.84	NA,NA,1.0	-0.255
1968	"ENSG00000126246.10"	"IGFLR1"	chr19	-	35739709	35740088	35739709	35739769	35741023	35741223	1968	2,13,23	0,4,1	0,0,2	0,0,0	418	99	1	1.0	1.0,0.435,0.845	NA,NA,1.0	-0.24
1990	"ENSG00000089280.19"	"FUS"	chr16	+	31183857	31184002	31183860	31184002	31182512	31182664	1990	0,3,10	0,0,4	1,2,1	0,0,0	102	99	1	1.0	NA,1.0,0.708	1.0,1.0,1.0	-0.146
1999	"ENSG00000196118.12"	"CFAP119"	chr16	-	30759653	30759809	30759653	30759724	30760283	30760668	1999	0,0,2	0,0,1	0,0,0	0,0,1	184	99	1	1.0	NA,NA,0.518	NA,NA,0.0	0.518
2013	"ENSG00000169592.15"	"INO80E"	chr16	+	30001211	30001530	30001413	30001530	30000928	30001040	2013	3,0,9	1,3,2	0,0,0	2,0,1	301	99	1	1.0	0.497,0.0,0.597	0.0,NA,0.0	0.365
2016	"ENSG00000013364.19"	"MVP"	chr16	+	29830473	29830674	29830514	29830674	29820472	29820510	2016	0,0,2	0,0,0	0,0,0	0,0,1	140	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
2021	"ENSG00000079616.14"	"KIF22"	chr16	+	29798592	29798747	29798597	29798747	29798373	29798501	2021	0,1,0	0,0,0	0,0,0	0,4,0	104	99	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
2036	"ENSG00000168488.19"	"ATXN2L"	chr16	+	28830961	28831072	28830984	28831072	28830614	28830790	2036	2,3,0	0,2,0	1,0,0	0,0,0	122	99	1	1.0	1.0,0.549,NA	1.0,NA,NA	-0.226
2039	"ENSG00000168488.19"	"ATXN2L"	chr16	+	28835545	28835758	28835548	28835758	28835277	28835399	2039	0,0,0	0,8,2	0,0,1	0,0,0	102	99	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
2060	"ENSG00000103365.15"	"GGA2"	chr16	-	23493359	23493587	23493359	23493458	23494302	23494378	2060	0,1,6	0,0,0	0,0,0	1,0,0	228	99	1	1.0	NA,1.0,1.0	0.0,NA,NA	1.0
2078	"ENSG00000100316.16"	"RPL3"	chr22	-	39316705	39317021	39316705	39316841	39317460	39317629	2078	0,4,3	3,2,8	0,2,6	4,2,15	279	99	0.765378825904	1.0	0.0,0.415,0.117	0.0,0.262,0.124	0.049
2086	"ENSG00000179889.20"	"PDXDC1"	chr16	+	14998339	14998405	14998342	14998405	14997752	14997826	2086	1,4,5	0,1,0	0,0,1	0,0,0	102	99	1	1.0	1.0,0.795,1.0	NA,NA,1.0	-0.068
2092	"ENSG00000103342.13"	"GSPT1"	chr16	-	11896557	11896785	11896557	11896782	11897839	11897881	2092	2,0,0	0,0,1	0,1,2	0,0,0	102	99	1	1.0	1.0,NA,0.0	NA,1.0,1.0	-0.5
2108	"ENSG00000033011.14"	"ALG1"	chr16	+	5074878	5075536	5075387	5075536	5073152	5073256	2108	0,2,0	0,0,1	0,0,0	0,0,1	608	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
2124	"ENSG00000103426.12"	"CORO7-PAM16"	chr16	-	4341367	4341583	4341367	4341504	4343206	4343291	2124	0,2,0	0,4,0	0,0,0	2,0,0	178	99	1	1.0	NA,0.218,NA	0.0,NA,NA	0.218
2126	"ENSG00000005339.15"	"CREBBP"	chr16	-	3751725	3751836	3751725	3751806	3757287	3757376	2126	0,0,0	0,0,1	2,0,0	0,0,0	129	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
2159	"ENSG00000167965.18"	"MLST8"	chr16	+	2207192	2207345	2207196	2207345	2207034	2207110	2159	1,1,3	0,0,0	1,0,0	0,2,0	103	99	1	1.0	1.0,1.0,1.0	1.0,0.0,NA	0.5
2168	"ENSG00000103197.19"	"TSC2"	chr16	+	2055979	2056244	2056195	2056244	2055401	2055519	2168	2,1,0	0,1,5	0,0,0	0,0,1	315	99	1	1.0	1.0,0.239,0.0	NA,NA,0.0	0.413
2188	"ENSG00000141503.17"	"MINK1"	chr17	+	4890221	4890735	4890516	4890735	4889646	4889763	2188	0,0,0	0,2,0	0,0,1	0,0,0	394	99	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
2215	"ENSG00000086504.18"	"MRPL28"	chr16	-	368500	369220	368500	369211	369930	370225	2215	0,1,0	0,0,0	1,0,3	2,0,0	108	99	1	1.0	NA,1.0,NA	0.314,NA,1.0	0.343
2231	"ENSG00000132386.11"	"SERPINF1"	chr17	+	1775057	1775200	1775062	1775200	1771718	1772075	2231	2,22,71	1,5,4	0,0,2	0,0,0	104	99	1	1.0	0.656,0.807,0.944	NA,NA,1.0	-0.198
2236	"ENSG00000140553.18"	"UNC45A"	chr15	+	90936136	90936460	90936284	90936460	90935945	90935982	2236	0,0,2	0,1,0	0,0,0	0,0,2	247	99	1	1.0	NA,0.0,1.0	NA,NA,0.0	0.5
2260	"ENSG00000291159.1"	"ENSG00000291159"	chr15	+	84638353	84638477	84638395	84638477	84637346	84637420	2260	0,0,2	0,0,0	0,0,0	2,0,0	141	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
2262	"ENSG00000250067.12"	"YJEFN3"	chr19	+	19533103	19535144	19535033	19535144	19532631	19532740	2262	1,3,5	0,0,0	0,0,0	0,12,0	2029	99	1	1.0	1.0,1.0,1.0	NA,0.0,NA	1.0
2269	"ENSG00000125835.20"	"SNRPB"	chr20	-	2465707	2467315	2465707	2465819	2467606	2467758	2269	0,0,4	2,2,2	1,0,2	1,0,2	1595	99	1	1.0	0.0,0.0,0.11	0.058,NA,0.058	-0.021
2275	"ENSG00000140395.9"	"SKIC8"	chr15	-	78285260	78285724	78285260	78285339	78286040	78286133	2275	0,1,0	0,0,1	0,0,0	0,1,0	484	99	1	1.0	NA,1.0,0.0	NA,0.0,NA	0.5
2288	"ENSG00000140400.18"	"MAN2C1"	chr15	-	75356300	75356449	75356300	75356380	75356605	75356685	2288	0,0,2	0,1,0	0,0,1	0,0,0	168	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
2292	"ENSG00000140400.18"	"MAN2C1"	chr15	-	75367510	75367977	75367510	75367634	75368072	75368198	2292	0,1,1	1,3,2	0,0,2	0,0,0	442	99	1	1.0	0.0,0.069,0.101	NA,NA,1.0	-0.943
2359	"ENSG00000127616.22"	"SMARCA4"	chr19	+	11027731	11027950	11027783	11027950	11026299	11026346	2359	0,0,1	1,4,1	0,0,0	1,0,0	151	99	1	1.0	0.0,0.0,0.396	0.0,NA,NA	0.132
2391	"ENSG00000166200.15"	"COPS2"	chr15	-	49137347	49137458	49137347	49137437	49139527	49139653	2391	0,0,0	0,2,0	1,0,0	0,0,0	120	99	1	1.0	NA,0.0,NA	1.0,NA,NA	-1.0
2436	"ENSG00000092531.10"	"SNAP23"	chr15	+	42513173	42513447	42513398	42513447	42512954	42512996	2436	1,1,6	0,1,1	1,0,0	2,0,0	324	99	1	1.0	1.0,0.234,0.647	0.133,NA,NA	0.494
2437	"ENSG00000092531.10"	"SNAP23"	chr15	+	42513335	42513447	42513398	42513447	42512954	42512996	2437	0,0,2	0,1,1	0,0,0	2,0,0	162	99	1	1.0	NA,0.0,0.55	0.0,NA,NA	0.275
2459	"ENSG00000104129.10"	"DNAJC17"	chr15	-	40776195	40776401	40776195	40776292	40776541	40776627	2459	1,0,0	0,1,2	0,0,0	1,0,0	208	99	1	1.0	1.0,0.0,0.0	0.0,NA,NA	0.333
2475	"ENSG00000140199.13"	"SLC12A6"	chr15	-	34336409	34336752	34336409	34336686	34337960	34338057	2475	0,2,0	0,0,0	0,0,0	0,2,0	165	99	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
2528	"ENSG00000105669.14"	"COPE"	chr19	-	18899872	18900006	18899872	18899947	18900380	18900449	2528	0,1,0	1,1,1	0,0,0	0,1,0	158	99	1	1.0	0.0,0.385,0.0	NA,0.0,NA	0.128
2582	"ENSG00000197102.14"	"DYNC1H1"	chr14	+	102043361	102044045	102043874	102044045	102042634	102042748	2582	0,0,1	0,2,0	2,0,0	0,4,0	612	99	1	1.0	NA,0.0,1.0	1.0,0.0,NA	0.0
2583	"ENSG00000197102.14"	"DYNC1H1"	chr14	+	102043651	102044045	102043874	102044045	102042634	102042748	2583	0,0,1	0,2,0	0,0,0	0,4,0	322	99	1	1.0	NA,0.0,1.0	NA,0.0,NA	0.5
2661	"ENSG00000100722.20"	"ZC3H14"	chr14	+	88567857	88568153	88568038	88568153	88563650	88563693	2661	0,0,2	0,1,3	0,0,0	1,0,0	280	99	1	1.0	NA,0.0,0.191	0.0,NA,NA	0.096
2685	"ENSG00000090581.11"	"GNPTG"	chr16	+	1361694	1361797	1361742	1361797	1352238	1352306	2685	0,0,1	0,1,2	0,0,0	0,0,1	147	99	1	1.0	NA,0.0,0.252	NA,NA,0.0	0.126
2697	"ENSG00000119616.11"	"FCF1"	chr14	+	74715820	74716099	74715950	74716099	74714871	74714943	2697	0,0,1	0,0,0	0,0,0	1,0,0	229	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
2714	"ENSG00000100731.16"	"PCNX1"	chr14	+	71012984	71013202	71012999	71013202	71011491	71011549	2714	0,0,8	0,0,1	0,2,0	0,0,0	114	99	1	1.0	NA,NA,0.874	NA,1.0,NA	-0.126
2725	"ENSG00000072110.16"	"ACTN1"	chr14	-	68877081	68879069	68877081	68878523	68879961	68880108	2725	1,0,0	0,0,2	0,2,1	0,0,0	645	99	1	1.0	1.0,NA,0.0	NA,1.0,1.0	-0.5
2756	"ENSG00000140521.18"	"POLG"	chr15	-	89323403	89323552	89323403	89323511	89323814	89323901	2756	0,2,1	1,0,3	0,0,0	0,0,1	140	99	1	1.0	0.0,1.0,0.191	NA,NA,0.0	0.397
2786	"ENSG00000099797.15"	"TECR"	chr19	+	14563770	14563903	14563799	14563903	14563657	14563702	2786	0,0,0	2,0,1	1,0,0	1,0,0	128	99	1	1.0	0.0,NA,0.0	0.436,NA,NA	-0.436
2798	"ENSG00000155660.11"	"PDIA4"	chr7	-	149005896	149006056	149005896	149006053	149008158	149008310	2798	0,0,1	0,0,0	0,0,0	0,1,2	102	99	1	1.0	NA,NA,1.0	NA,0.0,0.0	1.0
2805	"ENSG00000063046.18"	"EIF4B"	chr12	+	53021715	53021860	53021805	53021860	53019909	53020026	2805	0,0,1	1,3,5	0,0,0	3,0,4	189	99	1	1.0	0.0,0.0,0.095	0.0,NA,0.0	0.032
2815	"ENSG00000146192.15"	"FGD2"	chr6	+	37015767	37015860	37015799	37015860	37014891	37015038	2815	0,1,3	0,0,0	1,0,0	1,0,0	131	99	1	1.0	NA,1.0,1.0	0.43,NA,NA	0.57
2840	"ENSG00000141580.16"	"WDR45B"	chr17	-	82619042	82619128	82619042	82619094	82621608	82621799	2840	0,2,0	0,0,0	0,0,0	0,0,4	133	99	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
2861	"ENSG00000198563.14"	"DDX39B"	chr6	-	31531052	31531197	31531052	31531178	31531295	31531405	2861	5,5,11	0,3,1	1,0,2	0,0,0	118	99	1	1.0	1.0,0.583,0.902	1.0,NA,1.0	-0.172
2873	"ENSG00000157765.13"	"SLC34A2"	chr4	+	25662704	25662842	25662707	25662842	25662497	25662612	2873	0,0,0	0,1,0	0,0,2	0,0,0	102	99	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
2883	"ENSG00000106992.19"	"AK1"	chr9	-	127868320	127868512	127868320	127868475	127871822	127871939	2883	1,3,4	0,1,0	0,2,1	0,0,0	136	99	1	1.0	1.0,0.686,1.0	NA,1.0,1.0	-0.105
2901	"ENSG00000111801.16"	"BTN3A3"	chr6	+	26443569	26443659	26443640	26443659	26443381	26443442	2901	0,0,1	0,0,0	0,0,0	2,0,0	170	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
2937	"ENSG00000198898.16"	"CAPZA2"	chr7	+	116910212	116910311	116910232	116910311	116906262	116906342	2937	0,0,0	0,0,3	0,1,0	0,3,2	119	99	1	1.0	NA,NA,0.0	NA,0.217,0.0	-0.108
2944	"ENSG00000167595.16"	"PROSER3"	chr19	+	35767050	35768065	35767803	35768065	35766767	35766955	2944	0,0,2	0,0,0	0,0,0	0,4,0	852	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
2945	"ENSG00000167595.16"	"PROSER3"	chr19	+	35767071	35768065	35767803	35768065	35766767	35766955	2945	0,0,2	0,0,0	0,0,0	0,4,0	831	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
2965	"ENSG00000293491.1"	"TMEM198B"	chr12	+	55834850	55836246	55836125	55836246	55833446	55833541	2965	0,0,2	0,0,0	0,0,0	0,2,0	1374	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
2972	"ENSG00000070087.15"	"PFN2"	chr3	-	149964903	149966586	149964903	149966264	149968357	149968550	2972	0,0,2	0,1,0	0,0,3	1,1,2	421	99	1	1.0	NA,0.0,1.0	0.0,0.0,0.261	0.413
2980	"ENSG00000146067.17"	"FAM193B"	chr5	-	177536357	177536745	177536357	177536486	177537872	177538107	2980	6,0,7	0,0,2	1,0,0	0,0,0	358	99	1	1.0	1.0,NA,0.492	1.0,NA,NA	-0.254
2981	"ENSG00000196923.14"	"PDLIM7"	chr5	-	177489770	177490031	177489770	177489832	177490869	177490906	2981	0,0,0	2,2,0	2,0,0	2,0,0	298	99	1	1.0	0.0,0.0,NA	0.249,NA,NA	-0.249
3009	"ENSG00000181163.14"	"NPM1"	chr5	+	171406396	171407774	171407699	171407774	171405301	171405403	3009	0,5,4	0,2,1	0,0,2	4,0,3	1402	99	1	1.0	NA,0.15,0.22	0.0,NA,0.045	0.163
3012	"ENSG00000137221.14"	"TJAP1"	chr6	+	43498922	43499100	43498974	43499100	43497880	43497977	3012	0,0,1	2,0,0	0,0,0	1,0,0	151	99	1	1.0	0.0,NA,1.0	0.0,NA,NA	0.5
3014	"ENSG00000137221.14"	"TJAP1"	chr6	+	43498974	43499100	43498977	43499100	43497880	43497977	3014	2,0,0	0,2,0	1,0,0	0,0,0	102	99	1	1.0	1.0,0.0,NA	1.0,NA,NA	-0.5
3031	"ENSG00000079432.9"	"CIC"	chr19	+	42294574	42294735	42294603	42294735	42294172	42294304	3031	0,0,2	1,1,2	0,0,0	2,0,0	128	99	1	1.0	0.0,0.0,0.436	0.0,NA,NA	0.145
3054	"ENSG00000109065.12"	"NAT9"	chr17	-	74773575	74773688	74773575	74773685	74775621	74775707	3054	1,2,2	0,4,2	0,0,0	0,1,0	102	99	1	1.0	1.0,0.327,0.493	NA,0.0,NA	0.607
3065	"ENSG00000137824.16"	"RMDN3"	chr15	-	40751425	40751670	40751425	40751569	40751985	40752178	3065	0,1,0	0,2,0	0,0,0	1,0,0	200	99	1	1.0	NA,0.198,NA	0.0,NA,NA	0.198
3085	"ENSG00000111642.16"	"CHD4"	chr12	-	6600216	6600395	6600216	6600356	6600533	6600669	3085	1,2,1	2,0,2	2,0,0	1,0,0	138	99	1	1.0	0.264,1.0,0.264	0.589,NA,NA	-0.08
3087	"ENSG00000111642.16"	"CHD4"	chr12	-	6602375	6602497	6602375	6602488	6606273	6606451	3087	1,5,6	0,0,0	1,0,1	2,0,0	108	99	1	1.0	1.0,1.0,1.0	0.314,NA,1.0	0.343
3133	"ENSG00000185885.17"	"IFITM1"	chr11	+	313996	314356	314191	314356	313390	313420	3133	0,0,1	0,0,0	0,0,0	0,0,1	294	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
3159	"ENSG00000182504.12"	"CEP97"	chr3	+	101757633	101758423	101757810	101758423	101757062	101757196	3159	1,0,1	0,0,0	0,0,0	0,2,0	276	99	1	1.0	1.0,NA,1.0	NA,0.0,NA	1.0
3163	"ENSG00000123200.17"	"ZC3H13"	chr13	-	45965279	45965432	45965279	45965429	45967503	45968028	3163	0,0,3	0,1,0	0,0,0	0,2,1	102	99	1	1.0	NA,0.0,1.0	NA,0.0,0.0	0.5
3203	"ENSG00000145715.15"	"RASA1"	chr5	+	87389302	87389527	87389392	87389527	87386825	87386903	3203	0,0,4	0,0,4	0,0,0	0,2,2	189	99	1	1.0	NA,NA,0.344	NA,0.0,0.0	0.344
3204	"ENSG00000134516.20"	"DOCK2"	chr5	+	169681729	169681879	169681743	169681879	169674296	169674445	3204	0,0,1	5,10,39	0,0,0	1,0,0	113	99	1	1.0	0.0,0.0,0.022	0.0,NA,NA	0.007
3209	"ENSG00000214655.11"	"ZSWIM8"	chr10	+	73796752	73797014	73796773	73797014	73795538	73795663	3209	0,0,1	0,0,6	0,0,0	0,2,0	120	99	1	1.0	NA,NA,0.121	NA,0.0,NA	0.121
3227	"ENSG00000113048.19"	"MRPS27"	chr5	-	72223682	72223916	72223682	72223850	72226056	72226199	3227	0,0,2	0,2,0	1,0,0	1,0,1	165	99	1	1.0	NA,0.0,1.0	0.375,NA,0.0	0.312
3261	"ENSG00000141994.16"	"DUS3L"	chr19	-	5786748	5786919	5786748	5786845	5787060	5787171	3261	0,2,0	0,0,0	0,0,0	1,0,0	173	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
3284	"ENSG00000119397.19"	"CNTRL"	chr9	+	121167463	121167677	121167488	121167677	121166106	121166180	3284	0,0,0	0,1,1	0,0,2	2,0,0	124	99	1	1.0	NA,0.0,0.0	0.0,NA,1.0	-0.5
3307	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153931981	153930762	153930847	153932070	153932115	3307	1,0,2	0,0,0	0,0,0	2,0,0	1233	99	1	1.0	1.0,NA,1.0	0.0,NA,NA	1.0
3338	"ENSG00000082213.18"	"C5orf22"	chr5	+	31538259	31538689	31538483	31538689	31535743	31535893	3338	0,0,0	0,0,1	0,4,0	0,0,0	323	99	1	1.0	NA,NA,0.0	NA,1.0,NA	-1.0
3381	"ENSG00000112851.16"	"ERBIN"	chr5	+	66075791	66076408	66076315	66076408	66075023	66075230	3381	0,0,0	0,0,1	0,0,2	0,0,0	623	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
3393	"ENSG00000182979.18"	"MTA1"	chr14	+	105464415	105464567	105464462	105464567	105464031	105464147	3393	0,2,3	0,0,3	0,1,0	0,0,0	146	99	1	1.0	NA,1.0,0.404	NA,1.0,NA	-0.298
3417	"ENSG00000160679.14"	"CHTOP"	chr1	+	153642242	153642429	153642245	153642429	153638294	153638448	3417	0,0,0	1,2,0	3,0,1	0,0,0	102	99	1	1.0	0.0,0.0,NA	1.0,NA,1.0	-1.0
3519	"ENSG00000151503.14"	"NCAPD3"	chr11	-	134194664	134194738	134194664	134194734	134202815	134202905	3519	0,0,3	0,0,0	0,0,0	0,12,0	103	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
3520	"ENSG00000151503.14"	"NCAPD3"	chr11	-	134208863	134209206	134208863	134208951	134209312	134209477	3520	0,0,0	0,0,1	0,0,1	0,0,0	354	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
3556	"ENSG00000079134.13"	"THOC1"	chr18	-	224083	224200	224083	224179	224923	224994	3556	0,1,0	0,0,1	0,0,0	1,0,0	120	99	1	1.0	NA,1.0,0.0	0.0,NA,NA	0.5
3620	"ENSG00000198612.11"	"COPS8"	chr2	+	237093662	237094197	237094089	237094197	237089861	237089994	3620	0,0,3	0,4,0	0,0,0	0,0,1	526	99	1	1.0	NA,0.0,1.0	NA,NA,0.0	0.5
3625	"ENSG00000113013.16"	"HSPA9"	chr5	-	138574067	138574169	138574067	138574126	138575237	138575401	3625	0,0,0	1,2,0	0,0,1	0,0,0	142	99	1	1.0	0.0,0.0,NA	NA,NA,1.0	-1.0
3630	"ENSG00000144579.9"	"CTDSP1"	chr2	+	218402110	218402215	218402113	218402215	218401563	218401712	3630	2,0,0	0,1,3	0,2,1	0,0,1	102	99	1	1.0	1.0,0.0,0.0	NA,1.0,0.493	-0.413
3698	"ENSG00000197912.16"	"SPG7"	chr16	+	89528631	89529579	89529476	89529579	89526328	89526468	3698	0,2,1	4,0,0	0,0,0	0,0,1	944	99	1	1.0	0.0,1.0,1.0	NA,NA,0.0	0.667
3703	"ENSG00000197912.16"	"SPG7"	chr16	+	89545871	89546760	89546657	89546760	89544647	89544772	3703	3,0,0	4,1,1	0,0,0	2,0,0	885	99	1	1.0	0.077,0.0,0.0	0.0,NA,NA	0.026
3724	"ENSG00000204351.13"	"SKIC2"	chr6	+	31968622	31968796	31968685	31968796	31968327	31968538	3724	0,0,0	0,2,0	0,0,1	0,0,0	162	99	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
3768	"ENSG00000138674.17"	"SEC31A"	chr4	-	82881857	82881940	82881857	82881937	82891087	82891178	3768	0,4,6	0,0,1	0,0,2	0,0,0	102	99	1	1.0	NA,1.0,0.853	NA,NA,1.0	-0.074
3770	"ENSG00000175265.19"	"GOLGA8A"	chr15	-	34382385	34382529	34382385	34382526	34382796	34383053	3770	0,3,0	1,6,1	0,0,0	0,0,2	102	99	1	1.0	0.0,0.327,0.0	NA,NA,0.0	0.109
3782	"ENSG00000163743.14"	"RCHY1"	chr4	-	75490580	75490701	75490580	75490663	75491610	75491637	3782	0,0,1	0,0,0	0,0,0	8,0,0	137	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
3833	"ENSG00000100241.22"	"SBF1"	chr22	-	50455015	50455142	50455015	50455130	50455223	50455409	3833	2,6,6	1,0,0	0,1,1	0,0,0	111	99	1	1.0	0.641,1.0,1.0	NA,1.0,1.0	-0.12
3858	"ENSG00000100241.22"	"SBF1"	chr22	-	50467531	50467693	50467531	50467690	50467785	50467923	3858	0,0,1	0,0,0	0,0,0	4,0,0	102	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
3875	"ENSG00000140416.25"	"TPM1"	chr15	+	63043705	63044152	63044026	63044152	63042750	63042943	3875	0,0,1	19,30,21	4,0,4	36,55,60	420	99	0.918722339763	1.0	0.0,0.0,0.011	0.026,0.0,0.015	-0.01
3876	"ENSG00000187778.14"	"MCRS1"	chr12	-	49559213	49559332	49559213	49559301	49559452	49559535	3876	0,0,0	1,0,2	0,0,2	3,0,0	130	99	1	1.0	0.0,NA,0.0	0.0,NA,1.0	-0.5
3935	"ENSG00000124356.17"	"STAMBP"	chr2	+	73843216	73844888	73844812	73844888	73830844	73831059	3935	2,0,1	0,0,1	0,0,1	1,0,0	1695	99	1	1.0	1.0,NA,0.055	0.0,NA,1.0	0.027
3958	"ENSG00000145734.20"	"BDP1"	chr5	+	71541453	71541682	71541456	71541682	71539556	71539649	3958	0,1,0	0,0,0	0,0,0	0,0,2	102	99	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
3964	"ENSG00000175866.16"	"BAIAP2"	chr17	+	81085582	81085725	81085653	81085725	81084831	81084893	3964	0,1,1	4,7,17	0,0,0	0,0,1	170	99	1	1.0	0.0,0.077,0.033	NA,NA,0.0	0.037
3980	"ENSG00000004487.18"	"KDM1A"	chr1	+	23053760	23055161	23055068	23055161	23050386	23050520	3980	0,4,3	0,0,3	0,0,2	0,0,0	1407	99	1	1.0	NA,1.0,0.066	NA,NA,1.0	-0.467
3982	"ENSG00000004487.18"	"KDM1A"	chr1	+	23074462	23077360	23077227	23077360	23073291	23073403	3982	4,3,0	0,0,0	2,0,0	0,0,1	2864	99	1	1.0	1.0,1.0,NA	1.0,NA,0.0	0.5
4029	"ENSG00000185619.19"	"PCGF3"	chr4	+	732399	732498	732443	732498	730969	731110	4029	0,0,0	0,3,0	2,0,0	0,0,0	143	99	1	1.0	NA,0.0,NA	1.0,NA,NA	-1.0
