ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5189	"ENSG00000185624.16"	"P4HB"	chr17	-	81846946	81847068	81845946	81846629	81847242	81847347	5189	8,3,7	6,0,0	5,0,5	0,0,0	221	99	1	1.0	0.374,1.0,1.0	1.0,NA,1.0	-0.209
5190	"ENSG00000185624.16"	"P4HB"	chr17	-	81846946	81847072	81846010	81846629	81847242	81847347	5190	12,6,17	6,0,0	8,0,13	0,0,0	225	99	1	1.0	0.468,1.0,1.0	1.0,NA,1.0	-0.177
5224	"ENSG00000214087.9"	"ARL16"	chr17	-	81682442	81682675	81682033	81682149	81683012	81683126	5224	0,0,0	0,0,1	1,0,0	0,0,0	332	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
5225	"ENSG00000214087.9"	"ARL16"	chr17	-	81682490	81682675	81682033	81682149	81683012	81683126	5225	0,0,0	0,0,1	1,0,0	0,0,0	284	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
5248	"ENSG00000141564.16"	"RPTOR"	chr17	+	80643727	80643810	80625690	80625793	80707840	80707999	5248	2,5,9	0,0,0	3,0,3	0,0,1	182	99	1	1.0	1.0,1.0,1.0	1.0,NA,0.62	0.19
5289	"ENSG00000035862.13"	"TIMP2"	chr17	-	78855963	78856164	78855575	78855864	78857521	78857646	5289	0,1,0	0,1,0	0,0,0	1,0,0	300	99	1	1.0	NA,0.248,NA	0.0,NA,NA	0.248
5295	"ENSG00000055483.20"	"USP36"	chr17	-	78820990	78821061	78819929	78820012	78821936	78822004	5295	1,4,3	1,0,0	3,0,0	0,0,0	170	99	1	1.0	0.368,1.0,1.0	1.0,NA,NA	-0.211
5347	"ENSG00000184640.20"	"SEPTIN9"	chr17	+	77307140	77307197	77281498	77281554	77402058	77402200	5347	2,0,0	0,0,0	1,0,0	0,0,2	156	99	1	1.0	1.0,NA,NA	1.0,NA,0.0	0.5
5356	"ENSG00000161547.17"	"SRSF2"	chr17	-	76735771	76735875	76734146	76735158	76736153	76736464	5356	0,3,2	2,1,4	1,0,0	0,1,0	203	99	1	1.0	0.0,0.594,0.196	1.0,0.0,NA	-0.237
5383	"ENSG00000132478.10"	"UNK"	chr17	+	75813077	75813213	75812454	75812585	75813760	75813878	5383	0,0,0	0,1,0	0,1,0	0,0,0	235	99	1	1.0	NA,0.0,NA	NA,1.0,NA	-1.0
5384	"ENSG00000132478.10"	"UNK"	chr17	+	75818102	75818168	75817325	75817526	75818641	75818816	5384	0,2,0	0,0,0	0,0,0	1,0,0	165	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
5393	"ENSG00000161526.15"	"SAP30BP"	chr17	+	75671815	75671863	75668515	75668625	75693439	75693482	5393	9,3,7	0,0,0	6,0,3	0,0,1	147	99	1	1.0	1.0,1.0,1.0	1.0,NA,0.669	0.165
5394	"ENSG00000161526.15"	"SAP30BP"	chr17	+	75690670	75690772	75671815	75671863	75693439	75693482	5394	0,2,0	6,4,5	0,0,3	5,0,0	201	99	1	1.0	0.0,0.198,0.0	0.0,NA,1.0	-0.434
5401	"ENSG00000266714.11"	"MYO15B"	chr17	+	75590906	75591016	75590625	75590689	75591171	75591246	5401	0,2,1	1,0,0	1,0,0	0,0,0	209	99	1	1.0	0.0,1.0,1.0	1.0,NA,NA	-0.333
5402	"ENSG00000266714.11"	"MYO15B"	chr17	+	75591976	75592080	75591600	75591712	75592237	75592301	5402	0,0,1	0,0,1	0,0,4	0,0,0	203	99	1	1.0	NA,NA,0.328	NA,NA,1.0	-0.672
5403	"ENSG00000266714.11"	"MYO15B"	chr17	+	75592427	75592541	75592237	75592301	75592678	75592840	5403	1,0,1	0,1,0	0,0,1	0,0,0	213	99	1	1.0	1.0,0.0,1.0	NA,NA,1.0	-0.333
5407	"ENSG00000266714.11"	"MYO15B"	chr17	+	75606932	75607003	75605863	75606021	75610165	75610259	5407	1,2,3	2,5,1	0,0,5	1,1,1	170	99	0.273540505145	1.0	0.226,0.189,0.636	0.0,0.0,0.744	0.102
5409	"ENSG00000266714.11"	"MYO15B"	chr17	+	75613980	75614033	75613704	75613777	75614198	75614360	5409	0,3,1	0,6,0	0,0,0	0,0,4	152	99	1	1.0	NA,0.246,1.0	NA,NA,0.0	0.623
5410	"ENSG00000266714.11"	"MYO15B"	chr17	+	75620466	75620636	75620207	75620357	75621030	75621176	5410	1,4,8	0,1,0	5,0,0	0,0,0	269	99	1	1.0	1.0,0.595,1.0	1.0,NA,NA	-0.135
5414	"ENSG00000073350.14"	"LLGL2"	chr17	+	75574452	75574495	75574110	75574260	75574609	75574668	5414	0,2,0	0,4,0	2,0,0	0,0,0	142	99	1	1.0	NA,0.258,NA	1.0,NA,NA	-0.742
5459	"ENSG00000069188.17"	"SDK2"	chr17	-	73380893	73380950	73379447	73379549	73383875	73384011	5459	2,0,0	0,0,0	0,0,0	1,0,0	156	99	1	1.0	1.0,NA,NA	0.0,NA,NA	1.0
5562	"ENSG00000291117.1"	"ENSG00000291117"	chr17	-	64814862	64815245	64804841	64805100	64821766	64822052	5562	0,13,23	0,2,4	0,0,2	1,0,0	482	99	1	1.0	NA,0.572,0.541	0.0,NA,1.0	0.056
5563	"ENSG00000291117.1"	"ENSG00000291117"	chr17	-	64824624	64824872	64822253	64822393	64829160	64829249	5563	3,21,27	0,0,1	6,0,12	0,0,1	347	99	1	1.0	1.0,1.0,0.885	1.0,NA,0.774	0.075
5566	"ENSG00000108854.16"	"SMURF2"	chr17	-	64606601	64606640	64598381	64598490	64661828	64661928	5566	0,0,0	0,0,1	0,0,1	0,0,0	138	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
5567	"ENSG00000258890.8"	"CEP95"	chr17	+	64516722	64516828	64514228	64514358	64519320	64519436	5567	0,0,0	0,1,0	0,0,1	0,0,0	205	99	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
5576	"ENSG00000271605.6"	"MILR1"	chr17	+	64457399	64457684	64452596	64452866	64460821	64460932	5576	0,2,13	0,0,1	3,0,1	0,0,0	384	99	1	1.0	NA,1.0,0.77	1.0,NA,1.0	-0.115
5577	"ENSG00000261371.6"	"PECAM1"	chr17	-	64348259	64348322	64341633	64341690	64350379	64350433	5577	0,0,1	0,0,0	2,0,1	1,0,0	162	99	1	1.0	NA,NA,1.0	0.55,NA,1.0	0.225
5604	"ENSG00000266173.7"	"STRADA"	chr17	-	63741167	63741253	63728333	63728413	63741740	63741764	5604	0,0,0	0,0,1	0,0,3	0,0,0	185	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
5605	"ENSG00000266173.7"	"STRADA"	chr17	-	63741453	63741663	63728333	63728413	63741740	63741788	5605	3,0,2	0,0,1	0,1,0	0,0,0	309	99	1	1.0	1.0,NA,0.391	NA,1.0,NA	-0.304
5721	"ENSG00000101347.11"	"SAMHD1"	chr20	-	36917151	36917215	36916948	36917049	36919363	36919519	5721	0,0,0	0,0,1	0,0,2	1,0,0	163	99	1	1.0	NA,NA,0.0	0.0,NA,1.0	-0.5
5772	"ENSG00000108848.16"	"LUC7L3"	chr17	+	50737286	50737479	50736959	50737026	50740305	50740345	5772	2,2,3	0,5,9	3,0,1	3,0,2	292	99	1	1.0	1.0,0.119,0.102	0.253,NA,0.145	0.208
5774	"ENSG00000108848.16"	"LUC7L3"	chr17	+	50738140	50738199	50736959	50737026	50740305	50740345	5774	0,0,1	0,5,9	0,0,0	3,0,2	158	99	1	1.0	NA,0.0,0.065	0.0,NA,0.0	0.033
5775	"ENSG00000108848.16"	"LUC7L3"	chr17	+	50749218	50749344	50746541	50746702	50750500	50750550	5775	0,0,1	2,2,11	0,0,0	4,0,1	225	99	1	1.0	0.0,0.0,0.038	0.0,NA,0.0	0.013
5787	"ENSG00000006282.22"	"SPATA20"	chr17	+	50548042	50548161	50547664	50547767	50548282	50548453	5787	1,0,0	0,1,0	0,0,0	1,0,0	218	99	1	1.0	1.0,0.0,NA	0.0,NA,NA	0.5
5833	"ENSG00000159202.18"	"UBE2Z"	chr17	+	48912833	48912965	48910807	48910880	48916075	48916187	5833	0,2,0	1,1,0	0,1,1	0,0,0	231	99	1	1.0	0.0,0.462,NA	NA,1.0,1.0	-0.769
5834	"ENSG00000159202.18"	"UBE2Z"	chr17	+	48912833	48913021	48910347	48910880	48916075	48916123	5834	0,2,0	1,1,0	0,1,1	0,0,0	287	99	1	1.0	0.0,0.408,NA	NA,1.0,1.0	-0.796
5902	"ENSG00000099840.14"	"IZUMO4"	chr19	+	2097584	2097812	2097423	2097495	2097928	2097955	5902	0,0,4	1,2,2	0,0,0	1,0,2	327	99	1	1.0	0.0,0.0,0.377	0.0,NA,0.0	0.126
5947	"ENSG00000225190.12"	"PLEKHM1"	chr17	-	45468208	45468593	45458168	45458439	45475099	45475726	5947	0,3,6	0,1,0	2,0,0	0,0,0	484	99	1	1.0	NA,0.38,1.0	1.0,NA,NA	-0.31
5952	"ENSG00000225190.12"	"PLEKHM1"	chr17	-	45477637	45478147	45475099	45475726	45482436	45482525	5952	2,6,5	0,0,2	1,0,0	0,0,0	609	99	1	1.0	1.0,1.0,0.289	1.0,NA,NA	-0.237
5953	"ENSG00000225190.12"	"PLEKHM1"	chr17	-	45477804	45478147	45475695	45475726	45482436	45482525	5953	2,6,5	0,0,2	1,0,0	0,0,0	442	99	1	1.0	1.0,1.0,0.359	1.0,NA,NA	-0.214
5954	"ENSG00000225190.12"	"PLEKHM1"	chr17	-	45477899	45478147	45475099	45475726	45482436	45482525	5954	2,8,6	0,0,2	1,0,4	0,0,0	347	99	1	1.0	1.0,1.0,0.461	1.0,NA,1.0	-0.18
5955	"ENSG00000225190.12"	"PLEKHM1"	chr17	-	45478100	45478147	45475365	45475726	45482436	45482525	5955	2,0,2	0,0,2	1,0,0	0,0,0	146	99	1	1.0	1.0,NA,0.404	1.0,NA,NA	-0.298
5958	"ENSG00000184922.15"	"FMNL1"	chr17	+	45236135	45236244	45233883	45234200	45237280	45237357	5958	4,6,12	0,1,0	1,0,1	0,0,1	208	99	1	1.0	1.0,0.741,1.0	1.0,NA,0.322	0.253
5959	"ENSG00000184922.15"	"FMNL1"	chr17	+	45245631	45245733	45245252	45245416	45245877	45245973	5959	1,8,6	1,2,0	3,2,0	0,0,0	201	99	1	1.0	0.33,0.663,1.0	1.0,1.0,NA	-0.336
5989	"ENSG00000013306.16"	"SLC25A39"	chr17	-	44322418	44322528	44321699	44321767	44323283	44323343	5989	1,7,1	0,0,1	1,2,0	0,0,0	209	99	1	1.0	1.0,1.0,0.321	1.0,1.0,NA	-0.226
5990	"ENSG00000013306.16"	"SLC25A39"	chr17	-	44322418	44322552	44321699	44321767	44323283	44323343	5990	1,7,1	0,0,1	1,2,0	0,0,0	233	99	1	1.0	1.0,1.0,0.298	1.0,1.0,NA	-0.234
6025	"ENSG00000067596.12"	"DHX8"	chr17	+	43493444	43493589	43492680	43493040	43493682	43493886	6025	1,1,5	0,1,0	1,0,0	0,0,0	244	99	1	1.0	1.0,0.289,1.0	1.0,NA,NA	-0.237
6039	"ENSG00000184988.8"	"TMEM106A"	chr17	+	43216448	43216589	43215787	43215941	43216696	43216740	6039	0,1,4	0,0,1	0,0,1	0,0,0	240	99	1	1.0	NA,1.0,0.623	NA,NA,1.0	-0.189
6048	"ENSG00000266967.7"	"AARSD1"	chr17	-	42962174	42962272	42961191	42961351	42964105	42964237	6048	0,0,0	0,0,3	0,0,2	0,1,0	197	99	1	1.0	NA,NA,0.0	NA,0.0,1.0	-0.5
6049	"ENSG00000266967.7"	"AARSD1"	chr17	-	42962174	42962295	42961191	42961351	42964105	42964237	6049	0,0,0	0,0,3	0,0,2	0,1,0	220	99	1	1.0	NA,NA,0.0	NA,0.0,1.0	-0.5
6055	"ENSG00000131467.12"	"PSME3"	chr17	+	42834093	42834256	42833548	42833673	42834343	42834376	6055	0,0,0	0,1,1	0,0,2	3,0,0	262	99	1	1.0	NA,0.0,0.0	0.0,NA,1.0	-0.5
6072	"ENSG00000108799.13"	"EZH1"	chr17	-	42728824	42728952	42727634	42727763	42730827	42730918	6072	0,2,5	0,4,0	1,2,0	0,0,0	227	99	1	1.0	NA,0.179,1.0	1.0,1.0,NA	-0.41
6074	"ENSG00000108799.13"	"EZH1"	chr17	-	42730827	42730918	42728824	42728952	42745010	42745015	6074	0,1,7	0,0,4	1,2,0	0,0,0	190	99	1	1.0	NA,1.0,0.477	1.0,1.0,NA	-0.262
6080	"ENSG00000141699.11"	"RETREG3"	chr17	-	42587833	42587864	42586764	42586891	42592055	42592162	6080	0,0,0	0,0,1	0,0,1	0,0,0	130	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
6095	"ENSG00000168259.17"	"DNAJC7"	chr17	-	41987594	41987694	41983562	41983636	41987818	41987910	6095	0,0,1	0,0,1	0,0,0	0,0,2	199	99	1	1.0	NA,NA,0.332	NA,NA,0.0	0.332
6102	"ENSG00000168259.17"	"DNAJC7"	chr17	-	42003358	42003557	42000481	42000570	42017039	42017146	6102	2,0,0	0,0,0	0,0,1	0,0,2	298	99	1	1.0	1.0,NA,NA	NA,NA,0.142	0.858
6103	"ENSG00000168259.17"	"DNAJC7"	chr17	-	42003358	42003557	42000481	42000570	42017339	42017425	6103	2,0,0	0,0,5	0,0,1	3,0,1	298	99	1	1.0	1.0,NA,0.0	0.0,NA,0.249	0.376
6106	"ENSG00000173786.17"	"CNP"	chr17	+	41967692	41967753	41966797	41966887	41968067	41968503	6106	0,0,0	0,6,0	2,0,0	2,0,0	160	99	1	1.0	NA,0.0,NA	0.382,NA,NA	-0.382
6113	"ENSG00000173812.11"	"EIF1"	chr17	+	41689777	41689941	41688884	41689069	41690087	41690189	6113	9,12,27	0,1,1	16,4,15	0,0,0	263	99	1	1.0	1.0,0.819,0.91	1.0,1.0,1.0	-0.09
6133	"ENSG00000073605.19"	"GSDMB"	chr17	-	39906960	39906987	39906110	39906271	39908175	39908214	6133	0,1,0	0,0,0	0,0,0	1,0,0	126	99	1	1.0	NA,1.0,NA	0.0,NA,NA	1.0
6155	"ENSG00000161405.17"	"IKZF3"	chr17	-	39791415	39791583	39765789	39766493	39829386	39829488	6155	0,0,0	0,1,0	2,0,0	0,0,0	267	99	1	1.0	NA,0.0,NA	1.0,NA,NA	-1.0
6223	"ENSG00000275700.6"	"AATF"	chr17	+	36986616	36986731	36953769	36953907	36988518	36988692	6223	1,0,2	0,0,4	3,0,2	0,0,0	214	99	1	1.0	1.0,NA,0.188	1.0,NA,1.0	-0.406
6227	"ENSG00000278259.5"	"MYO19"	chr17	-	36501851	36501961	36501068	36501235	36503096	36503200	6227	0,1,1	2,0,2	0,0,2	0,0,0	209	99	1	1.0	0.0,1.0,0.191	NA,NA,1.0	-0.603
6260	"ENSG00000172716.17"	"SLFN11"	chr17	-	35366946	35367043	35363438	35363826	35373473	35373622	6260	0,0,4	0,0,1	0,0,1	0,0,0	196	99	1	1.0	NA,NA,0.669	NA,NA,1.0	-0.331
6261	"ENSG00000172716.17"	"SLFN11"	chr17	-	35366946	35367063	35362738	35363826	35373473	35373620	6261	0,0,5	0,0,1	0,0,1	0,0,0	216	99	1	1.0	NA,NA,0.696	NA,NA,1.0	-0.304
6279	"ENSG00000073536.18"	"NLE1"	chr17	-	35139819	35140066	35139234	35139314	35141978	35142122	6279	1,0,0	0,0,0	0,0,0	0,1,0	346	99	1	1.0	1.0,NA,NA	NA,0.0,NA	1.0
6280	"ENSG00000073536.18"	"NLE1"	chr17	-	35139848	35140066	35139234	35139314	35141978	35142122	6280	1,0,0	0,0,0	0,0,0	0,1,0	317	99	1	1.0	1.0,NA,NA	NA,0.0,NA	1.0
6353	"ENSG00000141298.19"	"SSH2"	chr17	-	29695458	29695523	29684562	29684684	29702958	29703062	6353	0,0,5	1,0,0	0,1,0	0,0,0	164	99	1	1.0	0.0,NA,1.0	NA,1.0,NA	-0.5
6354	"ENSG00000141298.19"	"SSH2"	chr17	-	29848848	29848929	29793615	29793937	29929937	29930167	6354	1,0,1	0,0,2	1,0,0	0,0,0	180	99	1	1.0	1.0,NA,0.216	1.0,NA,NA	-0.392
6361	"ENSG00000109118.14"	"PHF12"	chr17	-	28923908	28927063	28921687	28921808	28950064	28950246	6361	1,9,28	1,0,0	1,0,4	0,0,0	3254	99	1	1.0	0.03,1.0,1.0	1.0,NA,1.0	-0.323
6363	"ENSG00000109118.14"	"PHF12"	chr17	-	28926990	28927063	28921687	28921808	28950064	28950246	6363	1,3,5	1,0,0	0,0,3	0,0,0	172	99	1	1.0	0.365,1.0,1.0	NA,NA,1.0	-0.212
6374	"ENSG00000007202.16"	"BLTP2"	chr17	-	28620508	28620630	28619859	28620015	28620987	28621170	6374	1,5,17	0,1,0	1,0,0	0,0,0	221	99	1	1.0	1.0,0.691,1.0	1.0,NA,NA	-0.103
6375	"ENSG00000007202.16"	"BLTP2"	chr17	-	28641888	28642078	28640559	28640683	28642274	28642335	6375	4,1,9	0,1,0	3,1,2	0,0,0	289	99	1	1.0	1.0,0.255,1.0	1.0,1.0,1.0	-0.248
6438	"ENSG00000124422.12"	"USP22"	chr17	-	21012829	21012935	21011150	21011309	21015751	21015899	6438	0,3,4	0,0,0	1,6,3	1,0,0	205	99	1	1.0	NA,1.0,1.0	0.326,1.0,1.0	0.225
6462	"ENSG00000108599.15"	"AKAP10"	chr17	-	19967918	19968034	19962859	19963022	19968413	19968461	6462	0,0,0	0,2,1	0,0,2	0,0,0	215	99	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
6468	"ENSG00000072210.19"	"ALDH3A2"	chr17	+	19655280	19655387	19652546	19652632	19656365	19656574	6468	0,1,0	0,0,0	0,0,0	0,0,1	206	99	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
6483	"ENSG00000176024.18"	"ZNF613"	chr19	+	51936027	51936235	51929731	51929896	51940208	51940335	6483	0,0,2	0,0,0	0,0,0	2,0,0	307	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
6491	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	499832	499934	499254	499305	505117	505229	6491	0,4,2	0,0,0	0,0,0	0,0,8	201	99	1	1.0	NA,1.0,1.0	NA,NA,0.0	1.0
6546	"ENSG00000177731.16"	"FLII"	chr17	-	18245743	18245850	18245353	18245660	18245933	18245989	6546	0,2,3	0,0,2	3,1,0	0,0,0	206	99	1	1.0	NA,1.0,0.419	1.0,1.0,NA	-0.29
6547	"ENSG00000177731.16"	"FLII"	chr17	-	18253543	18253719	18253300	18253458	18254078	18254178	6547	1,1,4	0,0,1	3,2,2	0,0,0	275	99	1	1.0	1.0,1.0,0.59	1.0,1.0,1.0	-0.137
6548	"ENSG00000177731.16"	"FLII"	chr17	-	18253598	18253719	18253300	18253458	18254078	18254182	6548	1,0,3	0,0,1	2,0,2	0,0,0	220	99	1	1.0	1.0,NA,0.574	1.0,NA,1.0	-0.213
6551	"ENSG00000177731.16"	"FLII"	chr17	-	18255182	18255263	18254768	18254854	18256525	18256597	6551	6,12,20	0,0,0	13,4,2	1,0,0	180	99	1	1.0	1.0,1.0,1.0	0.877,1.0,1.0	0.041
6567	"ENSG00000171953.16"	"ATPAF2"	chr17	-	18028231	18028377	18026318	18026416	18028614	18028659	6567	0,0,2	0,0,1	0,2,0	0,0,0	245	99	1	1.0	NA,NA,0.447	NA,1.0,NA	-0.553
6595	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439527	16439703	16439062	16439414	16440184	16440253	6595	0,9,3	6,0,9	1,4,1	1,2,2	275	99	0.928069594277	1.0	0.0,1.0,0.107	0.265,0.419,0.153	0.09
6596	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439531	16439703	16439326	16439414	16440184	16440253	6596	0,6,1	6,0,9	1,1,1	1,2,2	271	99	0.519741361194	1.0	0.0,1.0,0.039	0.268,0.154,0.154	0.154
6597	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439580	16439692	16439326	16439414	16440184	16440253	6597	0,1,0	6,0,9	0,3,0	1,2,2	211	99	0.643886379308	1.0	0.0,1.0,0.0	0.0,0.413,0.0	0.196
6599	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439580	16439703	16439077	16439414	16440184	16440253	6599	0,7,1	6,0,9	1,4,1	1,2,2	222	99	0.425911804384	1.0	0.0,1.0,0.047	0.308,0.471,0.182	0.029
6601	"ENSG00000175061.20"	"SNHG29"	chr17	+	16439659	16439703	16439036	16439414	16440184	16440253	6601	0,3,2	6,0,9	1,0,0	1,2,2	143	99	0.0344343192238	1.0	0.0,1.0,0.133	0.409,0.0,0.0	0.241
6613	"ENSG00000108474.17"	"PIGL"	chr17	+	16233970	16234070	16217190	16217461	16299887	16299978	6613	0,0,5	2,0,0	2,0,3	0,0,0	199	99	1	1.0	0.0,NA,1.0	1.0,NA,1.0	-0.5
6614	"ENSG00000108474.17"	"PIGL"	chr17	+	16279656	16279812	16233970	16234070	16284020	16284068	6614	0,0,0	0,1,1	0,0,2	0,0,0	255	99	1	1.0	NA,0.0,0.0	NA,NA,1.0	-1.0
6663	"ENSG00000100429.18"	"HDAC10"	chr22	-	50250426	50250523	50250062	50250160	50250770	50250905	6663	0,3,0	0,0,0	0,0,2	0,0,2	196	99	1	1.0	NA,1.0,NA	NA,NA,0.336	0.664
6667	"ENSG00000105483.18"	"CARD8"	chr19	-	48218870	48219012	48215339	48215384	48221729	48221855	6667	0,4,7	0,1,1	1,0,0	0,0,2	241	99	1	1.0	NA,0.622,0.742	1.0,NA,0.0	0.182
6715	"ENSG00000178971.17"	"CTC1"	chr17	-	8228724	8228892	8228502	8228629	8229301	8229446	6715	0,0,1	0,0,0	0,0,0	2,0,0	267	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
6716	"ENSG00000178971.17"	"CTC1"	chr17	-	8228726	8228892	8228502	8228629	8229141	8229206	6716	0,0,3	0,0,0	0,0,1	0,0,2	265	99	1	1.0	NA,NA,1.0	NA,NA,0.157	0.843
6717	"ENSG00000178971.17"	"CTC1"	chr17	-	8228726	8228892	8228502	8228629	8229301	8229446	6717	0,0,3	0,0,0	0,0,1	2,0,0	265	99	1	1.0	NA,NA,1.0	0.0,NA,1.0	0.5
6783	"ENSG00000219200.12"	"RNASEK"	chr17	+	7013318	7013516	7012460	7012761	7013665	7013742	6783	0,0,1	6,2,2	0,0,0	4,0,0	297	99	1	1.0	0.0,0.0,0.143	0.0,NA,NA	0.048
6784	"ENSG00000219200.12"	"RNASEK"	chr17	+	7013318	7013535	7012647	7012761	7013665	7013742	6784	0,0,1	6,2,2	0,0,0	4,0,0	316	99	1	1.0	0.0,0.0,0.135	0.0,NA,NA	0.045
6786	"ENSG00000132530.17"	"XAF1"	chr17	+	6759255	6759519	6758088	6758224	6759661	6759718	6786	1,0,3	0,0,0	2,0,2	0,0,1	363	99	1	1.0	1.0,NA,1.0	1.0,NA,0.353	0.324
6791	"ENSG00000132530.17"	"XAF1"	chr17	+	6761885	6762037	6760405	6760601	6762154	6762193	6791	0,0,2	0,0,0	10,1,7	1,0,2	251	99	1	1.0	NA,NA,1.0	0.798,1.0,0.58	0.207
6799	"ENSG00000198920.11"	"KIAA0753"	chr17	-	6624754	6624861	6623508	6623571	6628116	6628487	6799	0,0,0	0,1,0	3,0,0	0,0,0	206	99	1	1.0	NA,0.0,NA	1.0,NA,NA	-1.0
6835	"ENSG00000091592.17"	"NLRP1"	chr17	-	5533896	5533988	5533291	5533384	5536850	5536940	6835	0,0,1	0,2,0	2,0,2	0,0,0	191	99	1	1.0	NA,0.0,1.0	1.0,NA,1.0	-0.5
6845	"ENSG00000091592.17"	"NLRP1"	chr17	-	5583686	5583959	5582669	5582846	5584292	5584496	6845	0,2,0	0,1,0	2,0,2	0,0,0	372	99	1	1.0	NA,0.347,NA	1.0,NA,1.0	-0.653
6846	"ENSG00000091592.17"	"NLRP1"	chr17	-	5583686	5584103	5582669	5582846	5584292	5584500	6846	0,2,1	0,1,0	2,0,2	0,0,0	516	99	1	1.0	NA,0.277,1.0	1.0,NA,1.0	-0.361
6852	"ENSG00000029725.17"	"RABEP1"	chr17	+	5283883	5284069	5282264	5282520	5308693	5308802	6852	0,0,0	0,5,0	0,0,2	0,0,0	285	99	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
6854	"ENSG00000029725.17"	"RABEP1"	chr17	+	5350450	5350629	5346789	5346925	5354358	5354490	6854	0,1,4	0,0,0	3,0,3	1,0,0	278	99	1	1.0	NA,1.0,1.0	0.517,NA,1.0	0.242
6882	"ENSG00000141456.16"	"PELP1"	chr17	-	4683029	4683111	4682802	4682952	4690887	4690993	6882	0,0,0	1,1,0	2,0,0	0,0,0	181	99	1	1.0	0.0,0.0,NA	1.0,NA,NA	-1.0
6902	"ENSG00000074356.17"	"NCBP3"	chr17	-	3829242	3829368	3826086	3826215	3840099	3840205	6902	0,4,6	0,1,0	1,2,2	0,0,0	225	99	1	1.0	NA,0.638,1.0	1.0,1.0,1.0	-0.181
6903	"ENSG00000083454.23"	"P2RX5"	chr17	-	3676178	3676326	3673229	3673877	3679589	3679784	6903	0,0,0	1,0,0	0,0,2	0,0,0	247	99	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
6925	"ENSG00000132359.17"	"RAP1GAP2"	chr17	+	2962669	2962714	2957758	2957794	2963429	2963462	6925	1,3,0	1,3,1	3,2,0	0,0,1	144	99	0.000244764643014	0.11210220650041201	0.407,0.407,0.0	1.0,1.0,0.0	-0.395
6927	"ENSG00000007168.14"	"PAFAH1B1"	chr17	+	2613657	2613862	2593814	2594006	2638098	2638320	6927	0,0,0	0,2,0	0,0,1	0,0,0	304	99	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
6945	"ENSG00000108963.19"	"DPH1"	chr17	+	2035969	2036091	2033778	2033842	2036528	2036653	6945	1,2,3	1,0,0	0,0,3	0,0,0	221	99	1	1.0	0.309,1.0,1.0	NA,NA,1.0	-0.23
6967	"ENSG00000132376.20"	"INPP5K"	chr17	-	1515887	1516118	1513871	1513979	1516455	1516612	6967	0,0,1	1,1,2	0,0,0	1,0,0	330	99	1	1.0	0.0,0.0,0.13	0.0,NA,NA	0.043
6994	"ENSG00000141252.21"	"VPS53"	chr17	-	632743	632841	631549	631628	653290	653410	6994	0,2,0	0,5,0	1,0,0	1,0,0	197	99	1	1.0	NA,0.167,NA	0.334,NA,NA	-0.167
6996	"ENSG00000141252.21"	"VPS53"	chr17	-	656763	657549	655837	655953	661808	661895	6996	0,1,2	0,3,4	1,0,2	2,0,0	885	99	1	1.0	NA,0.036,0.053	0.053,NA,1.0	-0.482
7004	"ENSG00000141252.21"	"VPS53"	chr17	-	696824	697004	661808	661895	697417	697484	7004	0,0,1	0,0,1	0,0,0	2,0,1	279	99	1	1.0	NA,NA,0.262	0.0,NA,0.0	0.262
7025	"ENSG00000140995.17"	"DEF8"	chr16	+	89950066	89950328	89949416	89949513	89954242	89954376	7025	0,0,1	0,4,0	0,0,0	1,1,0	361	99	1	1.0	NA,0.0,1.0	0.0,0.0,NA	0.5
7037	"ENSG00000258947.8"	"TUBB3"	chr16	+	89933114	89933367	89932570	89932679	89933467	89933578	7037	0,0,0	2,4,0	0,0,2	0,0,4	352	99	1	1.0	0.0,0.0,NA	NA,NA,0.123	-0.123
