ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
11029	"ENSG00000020426.11"	"MNAT1"	chr14	+	60798086	60798160	60796216	60796369	60808324	60808428	11029	1,2,8	0,0,0	1,0,1	2,0,0	173	99	1	1.0	1.0,1.0,1.0	0.222,NA,1.0	0.389
11045	"ENSG00000140521.18"	"POLG"	chr15	-	89317375	89317536	89316304	89316827	89318540	89318749	11045	0,2,3	0,0,0	0,1,1	1,0,0	198	99	1	1.0	NA,1.0,1.0	0.0,1.0,1.0	0.333
11047	"ENSG00000140521.18"	"POLG"	chr15	-	89317938	89318037	89317375	89317536	89318540	89318749	11047	0,0,1	0,2,3	0,0,0	0,1,1	198	99	1	1.0	NA,0.0,0.143	NA,0.0,0.0	0.071
11053	"ENSG00000100592.16"	"DAAM1"	chr14	+	59291216	59291306	59263440	59263660	59315279	59315351	11053	0,5,8	0,0,1	1,0,2	0,0,0	189	99	1	1.0	NA,1.0,0.807	1.0,NA,1.0	-0.097
11159	"ENSG00000197045.14"	"GMFB"	chr14	-	54482152	54482202	54481325	54481458	54483670	54483767	11159	0,0,0	0,0,1	0,0,2	0,0,0	149	99	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
11182	"ENSG00000065559.15"	"MAP2K4"	chr17	+	12054888	12054991	12020869	12021001	12081355	12081530	11182	1,0,0	0,0,0	0,0,0	0,0,1	198	99	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
11207	"ENSG00000214900.13"	"LINC01588"	chr14	-	49999926	50000044	49992777	49992873	50001161	50001288	11207	1,0,0	0,0,0	0,2,0	0,0,6	198	99	1	1.0	1.0,NA,NA	NA,1.0,0.0	0.5
11208	"ENSG00000214900.13"	"LINC01588"	chr14	-	49999926	50000058	49992777	49992873	50002748	50006519	11208	1,0,0	2,2,5	0,2,0	0,2,0	198	99	1	1.0	0.2,0.0,0.0	NA,0.333,NA	-0.266
11210	"ENSG00000214900.13"	"LINC01588"	chr14	-	50002748	50002987	49992777	49992873	50005593	50007520	11210	2,2,5	0,0,0	0,2,0	0,1,0	198	99	1	1.0	1.0,1.0,1.0	NA,0.5,NA	0.5
11211	"ENSG00000214900.13"	"LINC01588"	chr14	-	50010605	50010685	50007312	50007419	50010933	50011026	11211	0,0,0	0,1,0	3,0,0	2,1,0	179	99	1	1.0	NA,0.0,NA	0.453,0.0,NA	-0.227
11244	"ENSG00000124813.23"	"RUNX2"	chr6	+	45491940	45492114	45437946	45438051	45512245	45512407	11244	0,5,16	0,0,7	3,0,2	0,0,0	198	99	1	1.0	NA,1.0,0.533	1.0,NA,1.0	-0.234
11248	"ENSG00000124813.23"	"RUNX2"	chr6	+	45545216	45545282	45512245	45512407	45546826	45547209	11248	4,9,11	0,1,7	1,0,0	0,0,0	165	99	1	1.0	1.0,0.844,0.485	1.0,NA,NA	-0.224
11249	"ENSG00000124813.23"	"RUNX2"	chr6	+	45545216	45545282	45513449	45513653	45546826	45547209	11249	1,5,3	0,0,1	1,0,0	0,0,0	165	99	1	1.0	1.0,1.0,0.643	1.0,NA,NA	-0.119
11264	"ENSG00000112759.19"	"SLC29A1"	chr6	+	44225924	44226167	44223600	44223641	44227262	44227342	11264	0,0,3	0,1,0	0,1,0	0,0,2	198	99	1	1.0	NA,0.0,1.0	NA,1.0,0.0	0.0
11265	"ENSG00000112759.19"	"SLC29A1"	chr6	+	44225972	44226167	44223613	44223641	44227262	44227342	11265	0,0,3	0,1,0	0,1,0	0,0,2	198	99	1	1.0	NA,0.0,1.0	NA,1.0,0.0	0.0
11267	"ENSG00000112759.19"	"SLC29A1"	chr6	+	44226060	44226167	44219552	44219782	44227262	44227342	11267	0,0,3	0,0,1	0,1,0	0,0,1	198	99	1	1.0	NA,NA,0.6	NA,1.0,0.0	0.1
11268	"ENSG00000112759.19"	"SLC29A1"	chr6	+	44226060	44226167	44223558	44223641	44227262	44227342	11268	0,0,3	0,1,0	0,1,1	0,0,2	198	99	1	1.0	NA,0.0,1.0	NA,1.0,0.2	-0.1
11270	"ENSG00000112759.19"	"SLC29A1"	chr6	+	44226060	44226167	44223799	44223955	44227262	44227342	11270	0,0,3	0,1,0	0,1,0	0,0,0	198	99	1	1.0	NA,0.0,1.0	NA,1.0,NA	-0.5
11280	"ENSG00000107099.18"	"DOCK8"	chr9	+	280790	280905	273049	273100	286460	286636	11280	0,0,0	3,0,6	1,0,0	2,0,2	198	99	1	1.0	0.0,NA,0.0	0.2,NA,0.0	-0.1
11281	"ENSG00000107099.18"	"DOCK8"	chr9	+	317042	317128	311953	312166	325670	325737	11281	1,6,19	0,3,2	14,0,5	0,0,0	185	99	1	1.0	1.0,0.517,0.836	1.0,NA,1.0	-0.216
11286	"ENSG00000107099.18"	"DOCK8"	chr9	+	420948	421078	420400	420583	422047	422135	11286	0,2,1	0,0,0	2,0,1	0,0,1	198	99	1	1.0	NA,1.0,1.0	1.0,NA,0.333	0.334
11288	"ENSG00000112715.26"	"VEGFA"	chr6	+	43780731	43780785	43778888	43778918	43781955	43782087	11288	0,2,0	3,0,0	0,0,0	0,1,0	153	99	1	1.0	0.0,1.0,NA	NA,0.0,NA	0.5
11289	"ENSG00000112715.26"	"VEGFA"	chr6	+	43780731	43780803	43778888	43778918	43781955	43782087	11289	0,4,2	3,0,0	0,0,0	0,1,0	171	99	1	1.0	0.0,1.0,1.0	NA,0.0,NA	0.667
11291	"ENSG00000112715.26"	"VEGFA"	chr6	+	43780731	43780854	43778888	43778918	43781955	43782087	11291	0,2,0	3,0,0	0,0,0	0,1,0	198	99	1	1.0	0.0,1.0,NA	NA,0.0,NA	0.5
11302	"ENSG00000044090.13"	"CUL7"	chr6	-	43047946	43047989	43046510	43047107	43048147	43048160	11302	0,0,0	0,0,1	4,0,0	0,0,0	142	99	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
11307	"ENSG00000024048.11"	"UBR2"	chr6	+	42573733	42573993	42564028	42564397	42592150	42592229	11307	0,9,4	0,3,0	0,0,1	0,0,0	198	99	1	1.0	NA,0.6,1.0	NA,NA,1.0	-0.2
11308	"ENSG00000024048.11"	"UBR2"	chr6	+	42640208	42640270	42637010	42637194	42641581	42641692	11308	0,0,1	0,0,1	0,0,0	0,0,2	161	99	1	1.0	NA,NA,0.381	NA,NA,0.0	0.381
11340	"ENSG00000004766.17"	"VPS50"	chr7	+	93240715	93240818	93239865	93239934	93252652	93252775	11340	0,0,2	0,1,0	0,0,0	1,0,0	198	99	1	1.0	NA,0.0,1.0	0.0,NA,NA	0.5
11356	"ENSG00000124596.17"	"OARD1"	chr6	-	41070075	41070134	41066787	41067437	41071131	41071217	11356	0,0,1	0,0,0	0,0,0	0,2,0	158	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
11373	"ENSG00000244625.7"	"MIATNB"	chr22	+	26693680	26693836	26672766	26672987	26717252	26717459	11373	0,0,1	0,1,1	1,0,0	0,0,0	198	99	1	1.0	NA,0.0,0.333	1.0,NA,NA	-0.834
11381	"ENSG00000112081.17"	"SRSF3"	chr6	+	36599820	36600276	36598848	36598983	36601151	36601190	11381	2,1,3	0,0,1	0,0,0	1,0,0	198	99	1	1.0	1.0,1.0,0.6	0.0,NA,NA	0.867
11424	"ENSG00000173821.20"	"RNF213"	chr17	+	80278763	80278910	80273240	80273404	80287814	80288363	11424	4,3,5	0,10,2	5,0,10	15,6,12	198	99	0.0904804095637	1.0	1.0,0.13,0.556	0.143,0.0,0.294	0.416
11454	"ENSG00000112576.13"	"CCND3"	chr6	-	41936558	41936695	41934933	41936107	41937234	41937394	11454	1,0,0	0,0,0	0,0,0	0,1,0	198	99	1	1.0	1.0,NA,NA	NA,0.0,NA	1.0
11498	"ENSG00000197381.18"	"ADARB1"	chr21	+	45134714	45134832	45128401	45128573	45171609	45171684	11498	0,3,0	0,0,1	0,0,1	0,0,0	198	99	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
11517	"ENSG00000204410.16"	"MSH5"	chr6	+	31743107	31743170	31742876	31742957	31743903	31744025	11517	0,0,3	1,0,0	0,1,2	0,0,0	162	99	1	1.0	0.0,NA,1.0	NA,1.0,1.0	-0.5
11532	"ENSG00000204463.14"	"BAG6"	chr6	-	31639499	31639646	31639027	31639226	31640198	31640306	11532	0,3,7	0,0,1	0,1,0	0,0,0	198	99	1	1.0	NA,1.0,0.778	NA,1.0,NA	-0.111
11535	"ENSG00000204463.14"	"BAG6"	chr6	-	31644306	31644414	31644081	31644194	31644524	31644602	11535	0,3,1	0,0,1	0,0,1	0,1,0	198	99	1	1.0	NA,1.0,0.333	NA,0.0,1.0	0.166
11539	"ENSG00000204463.14"	"BAG6"	chr6	-	31648910	31648964	31648676	31648751	31649198	31649395	11539	2,5,5	0,0,0	0,0,1	0,2,0	153	99	1	1.0	1.0,1.0,1.0	NA,0.0,1.0	0.5
11540	"ENSG00000227507.3"	"LTB"	chr6	-	31581813	31581859	31581558	31581630	31582255	31582424	11540	0,0,1	0,0,4	0,0,3	0,0,0	145	99	1	1.0	NA,NA,0.146	NA,NA,1.0	-0.854
11565	"ENSG00000133318.14"	"RTN3"	chr11	+	63704850	63704907	63681449	63681778	63749990	63750198	11565	0,0,0	1,0,0	1,0,0	0,1,0	156	99	1	1.0	0.0,NA,NA	1.0,0.0,NA	-0.5
11582	"ENSG00000137337.16"	"MDC1"	chr6	-	30707565	30708357	30707383	30707454	30711411	30711504	11582	0,1,0	0,1,0	0,0,0	0,0,1	198	99	1	1.0	NA,0.333,NA	NA,NA,0.0	0.333
11613	"ENSG00000157014.11"	"TATDN2"	chr3	+	10278663	10278760	10278278	10278462	10278884	10279034	11613	2,0,8	0,0,2	2,0,2	1,1,0	196	99	1	1.0	1.0,NA,0.669	0.503,0.0,1.0	0.334
11692	"ENSG00000124508.17"	"BTN2A2"	chr6	+	26385014	26385362	26383791	26383915	26390004	26390211	11692	0,3,4	0,0,1	0,0,1	0,1,0	198	99	1	1.0	NA,1.0,0.667	NA,0.0,1.0	0.334
11696	"ENSG00000080298.16"	"RFX3"	chr9	-	3301545	3301620	3293076	3293258	3330258	3330517	11696	0,0,1	0,0,1	2,1,0	0,0,0	174	99	1	1.0	NA,NA,0.363	1.0,1.0,NA	-0.637
11756	"ENSG00000135597.19"	"REPS1"	chr6	-	138926400	138926481	138921036	138921124	138929976	138930098	11756	0,2,3	0,0,2	0,0,1	0,0,0	180	99	1	1.0	NA,1.0,0.452	NA,NA,1.0	-0.274
11803	"ENSG00000153157.14"	"SYCP2L"	chr6	+	10942458	10942529	10935057	10935187	10942676	10942746	11803	0,0,7	0,0,0	0,0,0	0,0,1	170	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
11804	"ENSG00000153157.14"	"SYCP2L"	chr6	+	10958783	10958875	10956135	10956242	10961304	10961404	11804	0,0,8	0,1,0	0,0,2	0,0,0	191	99	1	1.0	NA,0.0,1.0	NA,NA,1.0	-0.5
11815	"ENSG00000071051.14"	"NCK2"	chr2	+	105881327	105882049	105855047	105855289	105892981	105894272	11815	0,0,2	0,0,0	0,0,0	0,0,1	198	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
11826	"ENSG00000187764.12"	"SEMA4D"	chr9	-	89418362	89418437	89418055	89418118	89455887	89455953	11826	0,1,0	0,0,1	0,0,2	0,0,0	174	99	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
11828	"ENSG00000154265.16"	"ABCA5"	chr17	-	69251746	69251866	69250471	69250621	69253572	69253667	11828	0,0,2	0,0,0	0,0,0	1,0,0	198	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
11933	"ENSG00000112685.14"	"EXOC2"	chr6	-	657162	657250	637700	637861	693018	693111	11933	0,0,0	0,1,1	0,1,0	0,0,2	187	99	1	1.0	NA,0.0,0.0	NA,1.0,0.0	-0.5
11934	"ENSG00000112685.14"	"EXOC2"	chr6	-	689138	689212	637700	637861	693018	693108	11934	0,0,2	0,1,1	0,0,1	0,0,2	173	99	1	1.0	NA,0.0,0.534	NA,NA,0.222	0.045
11935	"ENSG00000112685.14"	"EXOC2"	chr6	-	689138	689212	657162	657250	693018	693108	11935	0,0,2	0,0,0	0,0,0	0,1,0	173	99	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
11939	"ENSG00000248275.3"	"TRIM52-AS1"	chr5	+	181271572	181271689	181261221	181261384	181271915	181272307	11939	0,1,0	0,0,0	0,0,2	1,0,0	198	99	1	1.0	NA,1.0,NA	0.0,NA,1.0	0.5
11979	"ENSG00000107968.10"	"MAP3K8"	chr10	+	30437175	30437406	30434183	30434378	30438915	30439274	11979	0,0,2	0,0,1	0,0,0	0,0,1	198	99	1	1.0	NA,NA,0.5	NA,NA,0.0	0.5
12010	"ENSG00000146067.17"	"FAM193B"	chr5	-	177523956	177524032	177521973	177522071	177524184	177524421	12010	4,2,0	2,0,0	1,2,2	0,0,0	175	99	1	1.0	0.531,1.0,NA	1.0,1.0,1.0	-0.234
12011	"ENSG00000146067.17"	"FAM193B"	chr5	-	177531281	177531521	177524184	177525205	177532442	177532641	12011	2,5,5	2,0,1	0,5,0	0,0,0	198	99	1	1.0	0.333,1.0,0.714	NA,1.0,NA	-0.318
12012	"ENSG00000146067.17"	"FAM193B"	chr5	-	177531952	177532131	177531281	177531521	177532442	177532641	12012	0,0,0	2,0,0	3,0,0	0,1,0	198	99	1	1.0	0.0,NA,NA	1.0,0.0,NA	-0.5
12013	"ENSG00000146067.17"	"FAM193B"	chr5	-	177531952	177532200	177531281	177531521	177532442	177532641	12013	1,2,3	2,0,0	0,0,0	0,1,0	198	99	1	1.0	0.2,1.0,1.0	NA,0.0,NA	0.733
12014	"ENSG00000146067.17"	"FAM193B"	chr5	-	177532155	177532200	177531337	177531521	177532442	177532612	12014	1,2,1	2,0,0	0,0,0	0,1,0	144	99	1	1.0	0.256,1.0,1.0	NA,0.0,NA	0.752
12015	"ENSG00000146067.17"	"FAM193B"	chr5	-	177547167	177547228	177538904	177539147	177553167	177553266	12015	0,1,1	0,4,2	2,0,0	0,0,2	160	99	1	1.0	NA,0.134,0.236	1.0,NA,0.0	-0.315
12024	"ENSG00000196923.14"	"PDLIM7"	chr5	-	177491806	177491925	177491403	177491420	177492404	177492435	12024	2,0,1	0,0,0	0,0,0	0,0,2	198	99	1	1.0	1.0,NA,1.0	NA,NA,0.0	1.0
12050	"ENSG00000125844.17"	"RRBP1"	chr20	-	17679998	17680075	17658595	17660528	17682027	17682060	12050	0,5,2	0,5,3	4,0,5	0,0,0	176	99	1	1.0	NA,0.36,0.273	1.0,NA,1.0	-0.683
12107	"ENSG00000113732.9"	"ATP6V0E1"	chr5	+	173020237	173020367	172994774	172994822	173034398	173034892	12107	2,2,3	0,0,1	1,0,0	0,0,0	198	99	1	1.0	1.0,1.0,0.6	1.0,NA,NA	-0.133
12110	"ENSG00000072803.18"	"FBXW11"	chr5	-	171914342	171914405	171910571	171910797	172006457	172006873	12110	0,0,1	1,0,2	1,0,0	0,0,3	162	99	1	1.0	0.0,NA,0.234	1.0,NA,0.0	-0.383
12115	"ENSG00000072803.18"	"FBXW11"	chr5	-	171996889	171997051	171910571	171910797	172006457	172006649	12115	0,0,0	1,0,2	0,1,0	0,0,3	198	99	1	1.0	0.0,NA,0.0	NA,1.0,0.0	-0.5
12116	"ENSG00000072803.18"	"FBXW11"	chr5	-	171996889	171997051	171914342	171914405	172006457	172006649	12116	0,0,0	0,0,1	0,1,0	1,0,0	198	99	1	1.0	NA,NA,0.0	0.0,1.0,NA	-0.5
12118	"ENSG00000072803.18"	"FBXW11"	chr5	-	172003180	172003310	171910733	171910797	172006457	172006569	12118	0,0,0	1,0,2	0,0,2	0,0,3	198	99	1	1.0	0.0,NA,0.0	NA,NA,0.25	-0.25
12121	"ENSG00000181163.14"	"NPM1"	chr5	+	171390050	171390130	171387694	171388006	171391304	171391412	12121	2,5,7	0,0,1	1,2,1	0,0,0	179	99	1	1.0	1.0,1.0,0.795	1.0,1.0,1.0	-0.068
12122	"ENSG00000181163.14"	"NPM1"	chr5	+	171390074	171390130	171387880	171388006	171391304	171391369	12122	0,1,0	0,0,1	0,0,1	0,0,0	155	99	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
12123	"ENSG00000181163.14"	"NPM1"	chr5	+	171400152	171400210	171392709	171392978	171405301	171405403	12123	4,4,6	0,0,0	5,2,9	0,0,2	157	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.739	0.087
12124	"ENSG00000181163.14"	"NPM1"	chr5	+	171400152	171400925	171392913	171392978	171405301	171405403	12124	5,4,8	0,0,0	5,2,11	0,0,2	198	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.733	0.089
12131	"ENSG00000226950.8"	"DANCR"	chr4	+	52713493	52713702	52712823	52712959	52714198	52714238	12131	0,0,5	0,1,0	0,0,0	1,0,0	198	99	1	1.0	NA,0.0,1.0	0.0,NA,NA	0.5
12158	"ENSG00000113558.19"	"SKP1"	chr5	-	134173700	134173766	134167169	134167243	134173925	134174022	12158	0,0,1	1,1,0	0,0,0	1,1,3	165	99	1	1.0	0.0,0.0,1.0	0.0,0.0,0.0	0.333
12213	"ENSG00000135074.16"	"ADAM19"	chr5	-	157530806	157530883	157519838	157520031	157537912	157537991	12213	0,7,18	0,1,1	1,0,2	0,0,0	176	99	1	1.0	NA,0.797,0.91	1.0,NA,1.0	-0.146
12241	"ENSG00000159314.13"	"ARHGAP27"	chr17	-	45401579	45401668	45397964	45398047	45402713	45402818	12241	0,0,1	0,2,5	0,0,0	0,0,3	188	99	1	1.0	NA,0.0,0.095	NA,NA,0.0	0.048
12242	"ENSG00000159314.13"	"ARHGAP27"	chr17	-	45404268	45404334	45404028	45404096	45404444	45404528	12242	2,14,3	3,6,4	4,2,1	1,0,2	165	99	0.20001408675	1.0	0.286,0.583,0.31	0.706,1.0,0.231	-0.253
12267	"ENSG00000197043.15"	"ANXA6"	chr5	-	151110626	151110644	151109752	151109846	151117126	151117180	12267	0,1,2	0,3,0	6,0,1	0,0,0	117	99	1	1.0	NA,0.22,1.0	1.0,NA,1.0	-0.39
12313	"ENSG00000113649.14"	"TCERG1"	chr5	+	146462017	146462096	146459214	146459337	146463550	146463793	12313	0,0,1	0,2,3	0,0,0	0,0,2	178	99	1	1.0	NA,0.0,0.156	NA,NA,0.0	0.078
12317	"ENSG00000113649.14"	"TCERG1"	chr5	+	146510066	146510160	146509144	146509245	146510440	146510765	12317	0,1,4	0,0,2	0,0,0	0,0,2	193	99	1	1.0	NA,1.0,0.506	NA,NA,0.0	0.753
12326	"ENSG00000109065.12"	"NAT9"	chr17	-	74773865	74773939	74773575	74773685	74775621	74775707	12326	0,0,1	0,4,2	0,0,0	0,0,2	173	99	1	1.0	NA,0.0,0.222	NA,NA,0.0	0.111
12346	"ENSG00000127481.15"	"UBR4"	chr1	-	19097192	19097280	19096522	19096650	19099596	19099677	12346	0,4,4	0,1,0	0,4,0	0,0,0	187	99	1	1.0	NA,0.679,1.0	NA,1.0,NA	-0.16
12351	"ENSG00000127481.15"	"UBR4"	chr1	-	19161826	19161897	19161588	19161736	19162419	19162611	12351	0,6,8	0,1,0	2,1,7	0,0,0	170	99	1	1.0	NA,0.777,1.0	1.0,1.0,1.0	-0.111
12359	"ENSG00000164620.9"	"RELL2"	chr5	+	141638954	141639021	141638794	141638860	141639463	141639629	12359	0,0,1	1,0,3	1,0,0	0,0,0	166	99	1	1.0	0.0,NA,0.166	1.0,NA,NA	-0.917
12397	"ENSG00000156398.13"	"SFXN2"	chr10	+	102727674	102727791	102726986	102727157	102728430	102728511	12397	0,0,1	0,0,0	0,0,0	1,0,0	198	99	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
12412	"ENSG00000121060.19"	"TRIM25"	chr17	-	56912104	56912165	56908467	56908563	56913391	56914049	12412	0,0,0	2,0,1	3,0,1	6,1,4	160	99	1	1.0	0.0,NA,0.0	0.236,0.0,0.134	-0.123
12477	"ENSG00000111642.16"	"CHD4"	chr12	-	6588297	6588422	6587660	6587949	6591465	6591583	12477	0,5,5	1,0,0	1,0,2	0,0,0	198	99	1	1.0	0.0,1.0,1.0	1.0,NA,1.0	-0.333
12608	"ENSG00000173575.24"	"CHD2"	chr15	+	92901166	92901299	92900188	92900824	92924320	92924552	12608	0,6,5	0,2,2	3,1,2	1,0,0	198	99	1	1.0	NA,0.6,0.556	0.6,1.0,1.0	-0.289
12609	"ENSG00000173575.24"	"CHD2"	chr15	+	92929029	92929091	92927243	92927330	92937517	92937588	12609	1,8,11	0,0,1	3,0,2	0,0,0	161	99	1	1.0	1.0,1.0,0.871	1.0,NA,1.0	-0.043
12612	"ENSG00000173575.24"	"CHD2"	chr15	+	92937517	92937625	92929029	92929091	92939577	92939718	12612	1,16,22	0,3,0	4,6,8	1,0,0	198	99	0.603143955922	1.0	1.0,0.727,1.0	0.667,1.0,1.0	0.02
12615	"ENSG00000173575.24"	"CHD2"	chr15	+	92956458	92956649	92955422	92955512	92967324	92967341	12615	0,1,11	0,1,0	1,0,0	0,0,0	198	99	1	1.0	NA,0.333,1.0	1.0,NA,NA	-0.334
12616	"ENSG00000173575.24"	"CHD2"	chr15	+	92967324	92967513	92956458	92956649	92971764	92971927	12616	0,2,9	0,0,2	2,0,0	0,0,0	198	99	1	1.0	NA,1.0,0.692	1.0,NA,NA	-0.154
12618	"ENSG00000173575.24"	"CHD2"	chr15	+	92991692	92991759	92991475	92991517	92992858	92992998	12618	0,1,1	4,4,8	0,0,0	1,0,2	166	99	1	1.0	0.0,0.13,0.069	0.0,NA,0.0	0.066
12634	"ENSG00000197081.16"	"IGF2R"	chr6	+	160072764	160072884	160071909	160072036	160073212	160073469	12634	0,2,3	0,0,0	1,0,4	0,0,1	198	99	1	1.0	NA,1.0,1.0	1.0,NA,0.667	0.166
12659	"ENSG00000185885.17"	"IFITM1"	chr11	+	314642	314809	314039	314356	314921	315272	12659	0,0,0	0,0,2	1,0,0	0,2,1	198	99	1	1.0	NA,NA,0.0	1.0,0.0,0.0	-0.333
12660	"ENSG00000185885.17"	"IFITM1"	chr11	+	314673	314809	314039	314356	314921	315272	12660	0,0,0	0,0,2	1,0,0	0,2,1	198	99	1	1.0	NA,NA,0.0	1.0,0.0,0.0	-0.333
12667	"ENSG00000070756.17"	"PABPC1"	chr8	-	100706886	100706997	100706650	100706805	100709132	100709223	12667	7,14,40	0,0,1	13,1,6	0,0,0	198	99	1	1.0	1.0,1.0,0.952	1.0,1.0,1.0	-0.016
12772	"ENSG00000123349.15"	"PFDN5"	chr12	+	53295838	53296275	53295478	53295639	53297849	53297924	12772	0,4,6	0,0,0	2,0,1	0,0,2	198	99	1	1.0	NA,1.0,1.0	1.0,NA,0.2	0.4
12773	"ENSG00000288663.1"	"ENSG00000288663"	chr12	+	53296218	53296275	53295491	53295639	53297849	53297924	12773	0,0,1	0,0,0	0,0,0	0,0,2	156	99	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
12785	"ENSG00000244005.13"	"NFS1"	chr20	-	35672754	35672844	35668051	35669685	35673600	35673684	12785	0,0,1	0,0,1	1,0,0	0,0,0	189	99	1	1.0	NA,NA,0.344	1.0,NA,NA	-0.656
12802	"ENSG00000147439.14"	"BIN3"	chr8	-	22634412	22634525	22630441	22630578	22636524	22636586	12802	0,0,0	0,0,1	1,0,0	1,0,1	198	99	1	1.0	NA,NA,0.0	0.333,NA,0.0	-0.167
12863	"ENSG00000174243.11"	"DDX23"	chr12	-	48835119	48835214	48834319	48834497	48836120	48836266	12863	0,0,0	0,2,3	0,2,0	0,0,0	194	99	1	1.0	NA,0.0,0.0	NA,1.0,NA	-1.0
12864	"ENSG00000174243.11"	"DDX23"	chr12	-	48835119	48835990	48834319	48834497	48836120	48836266	12864	0,0,0	0,2,3	0,2,0	0,0,0	198	99	1	1.0	NA,0.0,0.0	NA,1.0,NA	-1.0
12875	"ENSG00000175471.20"	"MCTP1"	chr5	-	94923961	94924021	94912805	94912976	94931952	94931991	12875	0,1,0	0,0,2	0,0,0	0,0,1	159	99	1	1.0	NA,1.0,0.0	NA,NA,0.0	0.5
12884	"ENSG00000135090.14"	"TAOK3"	chr12	-	118235794	118236693	118235557	118235671	118238072	118238169	12884	0,0,0	0,0,1	0,0,2	1,0,0	198	99	1	1.0	NA,NA,0.0	0.0,NA,1.0	-0.5
12908	"ENSG00000047410.14"	"TPR"	chr1	-	186335067	186335129	186334324	186334533	186335337	186335543	12908	0,3,5	0,0,2	1,0,0	0,0,0	161	99	1	1.0	NA,1.0,0.606	1.0,NA,NA	-0.197
12984	"ENSG00000134516.20"	"DOCK2"	chr5	+	169670541	169670597	169669287	169669328	169671077	169671174	12984	1,5,5	0,0,1	5,0,0	0,0,0	155	99	1	1.0	1.0,1.0,0.762	1.0,NA,NA	-0.079
12985	"ENSG00000134516.20"	"DOCK2"	chr5	+	169674296	169674445	169654402	169654486	169681743	169681879	12985	5,10,28	0,0,0	5,1,2	1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.714,1.0,1.0	0.095
12986	"ENSG00000134516.20"	"DOCK2"	chr5	+	169708168	169708267	169702302	169702427	169711934	169712007	12986	1,18,15	0,0,3	6,0,2	0,0,0	198	99	1	1.0	1.0,1.0,0.714	1.0,NA,1.0	-0.095
12988	"ENSG00000134516.20"	"DOCK2"	chr5	+	169747395	169747504	169718656	169718791	169759704	169759775	12988	0,11,22	0,0,2	7,1,2	0,0,0	198	99	1	1.0	NA,1.0,0.846	1.0,1.0,1.0	-0.077
12989	"ENSG00000134516.20"	"DOCK2"	chr5	+	169759704	169759775	169747395	169747504	169803057	169803206	12989	0,4,5	0,2,0	5,0,0	0,0,0	170	99	1	1.0	NA,0.538,1.0	1.0,NA,NA	-0.231
12990	"ENSG00000134516.20"	"DOCK2"	chr5	+	169761518	169761625	169759704	169759775	169803057	169803206	12990	2,8,23	0,0,0	1,0,0	2,0,0	198	99	1	1.0	1.0,1.0,1.0	0.2,NA,NA	0.8
13010	"ENSG00000089154.11"	"GCN1"	chr12	-	120144638	120144835	120144305	120144448	120144922	120145061	13010	0,9,6	3,0,0	1,0,1	0,0,1	198	99	1	1.0	0.0,1.0,1.0	1.0,NA,0.333	0.0
13015	"ENSG00000168002.12"	"POLR2G"	chr11	+	62762541	62762742	62761794	62761904	62762866	62763026	13015	0,0,1	0,0,2	0,0,0	0,0,2	198	99	1	1.0	NA,NA,0.2	NA,NA,0.0	0.2
13022	"ENSG00000214655.11"	"ZSWIM8"	chr10	+	73789366	73789539	73789095	73789190	73789716	73789824	13022	0,4,6	0,0,0	2,0,0	0,0,1	198	99	1	1.0	NA,1.0,1.0	1.0,NA,0.0	0.5
13030	"ENSG00000164329.15"	"TENT2"	chr5	+	79656957	79657001	79648861	79649190	79668891	79669028	13030	0,2,0	0,0,1	0,0,1	0,0,0	143	99	1	1.0	NA,1.0,0.0	NA,NA,1.0	-0.5
13043	"ENSG00000182568.18"	"SATB1"	chr3	-	18351312	18351408	18347939	18349682	18351991	18352195	13043	0,0,0	0,6,3	1,0,0	1,4,12	195	99	1	1.0	NA,0.0,0.0	0.337,0.0,0.0	-0.112
13108	"ENSG00000124782.21"	"RREB1"	chr6	+	7181869	7182082	7181123	7181246	7187433	7187523	13108	1,5,8	0,1,1	0,1,1	0,0,0	198	99	1	1.0	1.0,0.714,0.8	NA,1.0,1.0	-0.162
